"sp_taxon_1";"sp_taxon_2";"value";"type"
"detritus";"bacteria";"1";"commensalism"
"detritus";"large-size Appendicularia";"1";"commensalism"
"small-size phytoplankton";"large-size Appendicularia";"1";"herbivory"
"medium-size phytoplankton";"large-size Appendicularia";"1";"herbivory"
"large-size phytoplankton";"large-size Appendicularia";"1";"herbivory"
"bacteria";"large-size Appendicularia";"1";"predation"
"detritus";"nauplii of Copepoda";"1";"commensalism"
"small-size phytoplankton";"nauplii of Copepoda";"1";"herbivory"
"medium-size phytoplankton";"nauplii of Copepoda";"1";"herbivory"
"bacteria";"nauplii of Copepoda";"1";"predation"
"detritus";"small-size Appendicularia";"1";"commensalism"
"small-size phytoplankton";"small-size Appendicularia";"1";"herbivory"
"bacteria";"small-size Appendicularia";"1";"predation"
"nauplii of Copepoda";"small-size Appendicularia";"1";"predation"
"detritus";"Infusoria";"1";"commensalism"
"small-size phytoplankton";"Infusoria";"1";"herbivory"
"bacteria";"Infusoria";"1";"predation"
"small-size Appendicularia";"Infusoria";"1";"predation"
"detritus";"Radiolaria";"1";"commensalism"
"small-size phytoplankton";"Radiolaria";"1";"herbivory"
"medium-size phytoplankton";"Radiolaria";"1";"herbivory"
"bacteria";"Radiolaria";"1";"predation"
"detritus";"copepodites";"1";"commensalism"
"small-size phytoplankton";"copepodites";"1";"herbivory"
"medium-size phytoplankton";"copepodites";"1";"herbivory"
"large-size phytoplankton";"copepodites";"1";"herbivory"
"bacteria";"copepodites";"1";"predation"
"detritus";"small-size 'Calanus type'";"1";"commensalism"
"small-size phytoplankton";"small-size 'Calanus type'";"1";"herbivory"
"medium-size phytoplankton";"small-size 'Calanus type'";"1";"herbivory"
"bacteria";"small-size 'Calanus type'";"1";"predation"
"nauplii of Copepoda";"small-size 'Calanus type'";"1";"predation"
"detritus";"small-size 'Acartia type'";"1";"commensalism"
"small-size phytoplankton";"small-size 'Acartia type'";"1";"herbivory"
"medium-size phytoplankton";"small-size 'Acartia type'";"1";"herbivory"
"bacteria";"small-size 'Acartia type'";"1";"predation"
"large-size Appendicularia";"small-size 'Acartia type'";"1";"predation"
"nauplii of Copepoda";"small-size 'Acartia type'";"1";"predation"
"small-size Appendicularia";"small-size 'Acartia type'";"1";"predation"
"Infusoria";"small-size 'Acartia type'";"1";"predation"
"Radiolaria";"small-size 'Acartia type'";"1";"predation"
"copepodites";"small-size 'Acartia type'";"1";"predation"
"small-size 'Calanus type'";"small-size 'Acartia type'";"1";"predation"
"detritus";"small-size 'Oithona-Oncaea type'";"1";"commensalism"
"large-size phytoplankton";"small-size 'Oithona-Oncaea type'";"1";"herbivory"
"bacteria";"small-size 'Oithona-Oncaea type'";"1";"predation"
"nauplii of Copepoda";"small-size 'Oithona-Oncaea type'";"1";"predation"
"copepodites";"small-size 'Oithona-Oncaea type'";"1";"predation"
"small-size 'Calanus type'";"small-size 'Oithona-Oncaea type'";"1";"predation"
"small-size 'Acartia type'";"small-size 'Oithona-Oncaea type'";"1";"predation"
"large-size 'Acartia type'";"small-size 'Oithona-Oncaea type'";"1";"predation"
"nauplii of Copepoda";"large-size 'Oithona-Oncaea type'";"1";"predation"
"Radiolaria";"large-size 'Oithona-Oncaea type'";"1";"predation"
"copepodites";"large-size 'Oithona-Oncaea type'";"1";"predation"
"small-size 'Calanus type'";"large-size 'Oithona-Oncaea type'";"1";"predation"
"small-size 'Acartia type'";"large-size 'Oithona-Oncaea type'";"1";"predation"
"small-size 'Oithona-Oncaea type'";"large-size 'Oithona-Oncaea type'";"1";"predation"
"detritus";"large-size 'Acartia type'";"1";"commensalism"
"large-size phytoplankton";"large-size 'Acartia type'";"1";"herbivory"
"bacteria";"large-size 'Acartia type'";"1";"predation"
"large-size Appendicularia";"large-size 'Acartia type'";"1";"predation"
"nauplii of Copepoda";"large-size 'Acartia type'";"1";"predation"
"copepodites";"large-size 'Acartia type'";"1";"predation"
"small-size 'Acartia type'";"large-size 'Acartia type'";"1";"predation"
"detritus";"large-size 'Calanus type'";"1";"commensalism"
"large-size phytoplankton";"large-size 'Calanus type'";"1";"herbivory"
"bacteria";"large-size 'Calanus type'";"1";"predation"
"nauplii of Copepoda";"large-size 'Calanus type'";"1";"predation"
"small-size Appendicularia";"large-size 'Calanus type'";"1";"predation"
"Infusoria";"large-size 'Calanus type'";"1";"predation"
"Radiolaria";"large-size 'Calanus type'";"1";"predation"
"copepodites";"large-size 'Calanus type'";"1";"predation"
"small-size 'Calanus type'";"large-size 'Calanus type'";"1";"predation"
"small-size 'Oithona-Oncaea type'";"large-size 'Calanus type'";"1";"predation"
"detritus";"'Euchaeta type'";"1";"commensalism"
"large-size phytoplankton";"'Euchaeta type'";"1";"herbivory"
"bacteria";"'Euchaeta type'";"1";"predation"
"large-size Appendicularia";"'Euchaeta type'";"1";"predation"
"nauplii of Copepoda";"'Euchaeta type'";"1";"predation"
"copepodites";"'Euchaeta type'";"1";"predation"
"small-size 'Calanus type'";"'Euchaeta type'";"1";"predation"
"large-size 'Calanus type'";"'Euchaeta type'";"1";"predation"
"detritus";"'Centropages type'";"1";"commensalism"
"large-size phytoplankton";"'Centropages type'";"1";"herbivory"
"bacteria";"'Centropages type'";"1";"predation"
"nauplii of Copepoda";"'Centropages type'";"1";"predation"
"small-size Appendicularia";"'Centropages type'";"1";"predation"
"Radiolaria";"'Centropages type'";"1";"predation"
"small-size 'Calanus type'";"'Centropages type'";"1";"predation"
"small-size 'Acartia type'";"'Centropages type'";"1";"predation"
"large-size 'Oithona-Oncaea type'";"'Centropages type'";"1";"predation"
"large-size 'Calanus type'";"'Centropages type'";"1";"predation"
"detritus";"'Amphipoda type'";"1";"commensalism"
"small-size phytoplankton";"'Amphipoda type'";"1";"herbivory"
"medium-size phytoplankton";"'Amphipoda type'";"1";"herbivory"
"large-size phytoplankton";"'Amphipoda type'";"1";"herbivory"
"Infusoria";"'Amphipoda type'";"1";"predation"
"Radiolaria";"'Amphipoda type'";"1";"predation"
"copepodites";"'Amphipoda type'";"1";"predation"
"small-size 'Calanus type'";"'Amphipoda type'";"1";"predation"
"large-size 'Oithona-Oncaea type'";"'Amphipoda type'";"1";"predation"
"large-size 'Calanus type'";"'Amphipoda type'";"1";"predation"
"detritus";"'Euphausia type'";"1";"commensalism"
"small-size phytoplankton";"'Euphausia type'";"1";"herbivory"
"medium-size phytoplankton";"'Euphausia type'";"1";"herbivory"
"large-size Appendicularia";"'Euphausia type'";"1";"predation"
"nauplii of Copepoda";"'Euphausia type'";"1";"predation"
"small-size Appendicularia";"'Euphausia type'";"1";"predation"
"Infusoria";"'Euphausia type'";"1";"predation"
"copepodites";"'Euphausia type'";"1";"predation"
"small-size 'Acartia type'";"'Euphausia type'";"1";"predation"
"large-size 'Calanus type'";"'Euphausia type'";"1";"predation"
"copepodites";"Chaetognatha";"1";"predation"
"small-size 'Calanus type'";"Chaetognatha";"1";"predation"
"small-size 'Acartia type'";"Chaetognatha";"1";"predation"
"small-size 'Oithona-Oncaea type'";"Chaetognatha";"1";"predation"
"large-size 'Oithona-Oncaea type'";"Chaetognatha";"1";"predation"
"large-size 'Calanus type'";"Chaetognatha";"1";"predation"
"'Euchaeta type'";"Chaetognatha";"1";"predation"
"'Centropages type'";"Chaetognatha";"1";"predation"
"'Amphipoda type'";"Chaetognatha";"1";"predation"
"'Euphausia type'";"Chaetognatha";"1";"predation"
"detritus";"Medusae";"1";"commensalism"
"detritus";"Ctenophora";"1";"commensalism"
"bacteria";"Medusae";"1";"predation"
"bacteria";"Ctenophora";"1";"predation"
"copepodites";"Medusae";"1";"predation"
"copepodites";"Ctenophora";"1";"predation"
"small-size 'Calanus type'";"Medusae";"1";"predation"
"small-size 'Calanus type'";"Ctenophora";"1";"predation"
"small-size 'Oithona-Oncaea type'";"Medusae";"1";"predation"
"small-size 'Oithona-Oncaea type'";"Ctenophora";"1";"predation"
"large-size 'Oithona-Oncaea type'";"Medusae";"1";"predation"
"large-size 'Oithona-Oncaea type'";"Ctenophora";"1";"predation"
"large-size 'Calanus type'";"Medusae";"1";"predation"
"large-size 'Calanus type'";"Ctenophora";"1";"predation"
"'Euchaeta type'";"Medusae";"1";"predation"
"'Euchaeta type'";"Ctenophora";"1";"predation"
"'Centropages type'";"Medusae";"1";"predation"
"'Centropages type'";"Ctenophora";"1";"predation"
"'Amphipoda type'";"Medusae";"1";"predation"
"'Amphipoda type'";"Ctenophora";"1";"predation"
"'Euphausia type'";"Medusae";"1";"predation"
"'Euphausia type'";"Ctenophora";"1";"predation"
