"name";"bold";"eol";"tsn";"ncbi"
"Astraea undosa";26532;NA;NA;529768
"Strongylocentrotus purpuratus";27321;6294072;157975;7668
"Strongylocentrotus franciscanus";NA;12096841;157971;1328066
"Styela montereyensis";198878;7910089;159318;30291
"Tealia coriacea";NA;12190273;52574;NA
"Parapholas californica";NA;6278902;81826;NA
"Tethya aurantia";NA;NA;48574;281732
"Diopatra ornata";370440;8047978;66183;759296
"Paguristes ulreyi";NA;6327682;98155;NA
"Kelletia kelletii";261134;5667837;73862;220382
"Astrometis sertulifera";218143;8088756;157264;279900
"Octopus bimaculatus";747584;6263732;82617;37652
"Pisaster giganteus";164341;5759986;NA;189915
"Pimelometopon pulchrum";NA;NA;170599;NA
"Pisaster brevispinus";104577;8088737;157252;7611
"Dermasterias imbricata";32893;8089886;157139;7590
"Macrocystis pyrifera";266628;5757114;11274;35122
"Pterygophora californica";54008;5757257;11303;169782
