"sp_taxon_1";"sp_taxon_2";"value"
"Besleria triflora";"Aulacorhynchus prasinus";"1"
"Cecropia obtusifolia";"Aulacorhynchus prasinus";"1"
"Chamaedorea sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Citharexylum integerrimum";"Aulacorhynchus prasinus";"1"
"Drymonia conchocalyx";"Aulacorhynchus prasinus";"1"
"Guettarda poasana";"Aulacorhynchus prasinus";"1"
"Ossaea sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Palicourea sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Phoebe mexicana";"Aulacorhynchus prasinus";"1"
"Phytolacca rivinoides ";"Aulacorhynchus prasinus";"1"
"Phytolacca sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Piper auritum";"Aulacorhynchus prasinus";"1"
"Stemmadenia glabra";"Aulacorhynchus prasinus";"1"
"Burmeistera sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Cavendishia capitulata";"Aulacorhynchus prasinus";"1"
"Concostegiaspeciosa sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Dendropanax querceti";"Aulacorhynchus prasinus";"1"
"Mappia sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Prunus cornifolia";"Aulacorhynchus prasinus";"1"
"Rapanea myricoides";"Aulacorhynchus prasinus";"1"
"Schefflera robusta";"Aulacorhynchus prasinus";"1"
"Xylosma intermedium";"Aulacorhynchus prasinus";"1"
"Coussarea sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Dendropanax arboreus ";"Aulacorhynchus prasinus";"1"
"Epiphyte sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Guarea glabra";"Aulacorhynchus prasinus";"1"
"Hamelia patens";"Aulacorhynchus prasinus";"1"
"Ocotea austinii";"Aulacorhynchus prasinus";"1"
"Oreopanax oerstedianum";"Aulacorhynchus prasinus";"1"
"Oreopanax xalapensis";"Aulacorhynchus prasinus";"1"
"Psychotria parasitica";"Aulacorhynchus prasinus";"1"
"Psychotria sp3 M_SD_019";"Aulacorhynchus prasinus";"1"
"Satyria sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Symplocos limoncillo";"Aulacorhynchus prasinus";"1"
"Unidentified sp3 M_SD_019";"Aulacorhynchus prasinus";"1"
"Unidentified sp7 M_SD_019";"Aulacorhynchus prasinus";"1"
"Beilschmiedia sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Dendropanax gonatopodus";"Aulacorhynchus prasinus";"1"
"Eugenia sp2 M_SD_019";"Aulacorhynchus prasinus";"1"
"Guarea tuisiana";"Aulacorhynchus prasinus";"1"
"Hoffmannia sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Mappia racemosa";"Aulacorhynchus prasinus";"1"
"Ocotea klotzschtana";"Aulacorhynchus prasinus";"1"
"Ocotea wachenheimii";"Aulacorhynchus prasinus";"1"
"Phoebe neurophylla";"Aulacorhynchus prasinus";"1"
"Sapium oligoneuron";"Aulacorhynchus prasinus";"1"
"Smilax sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Symplocos sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Tournefortia glabra";"Aulacorhynchus prasinus";"1"
"Unidentified sp6 M_SD_019";"Aulacorhynchus prasinus";"1"
"Witheringia sp1 M_SD_019";"Aulacorhynchus prasinus";"1"
"Cavendishia melastomoides";"Myadestes melanops";"1"
"Dendropanax sp1 M_SD_019";"Myadestes melanops";"1"
"Xylosma flexuosa";"Myadestes melanops";"1"
"Solanum cordovense";"Myadestes melanops";"1"
"Blakea grasilis";"Myadestes melanops";"1"
"Ossaea micrantha";"Myadestes melanops";"1"
"Beilschmiedia costaricensis";"Myadestes melanops";"1"
"Trophis mexicana";"Myadestes melanops";"1"
"Guarea tonduzii";"Myadestes melanops";"1"
"Nectandra davidsoniana";"Myadestes melanops";"1"
"Witheringia solanacea";"Myadestes melanops";"1"
"Trema micrantha";"Myadestes melanops";"1"
"Cestrum sp1 M_SD_019";"Myadestes melanops";"1"
"Ocotea sp1 M_SD_019";"Myadestes melanops";"1"
"Prunus sp1 M_SD_019";"Myadestes melanops";"1"
"Beilschmiedia sp2 M_SD_019";"Myadestes melanops";"1"
"Concostegia xalapensis";"Myadestes melanops";"1"
"Piper sp1 M_SD_019";"Myadestes melanops";"1"
"Solanum umbellatum";"Myadestes melanops";"1"
"Clusia alata";"Myadestes melanops";"1"
"Lycianthes multiflora";"Myadestes melanops";"1"
"Nectandra hypoglauca";"Myadestes melanops";"1"
"Symplocos sp2 M_SD_019";"Myadestes melanops";"1"
"Witheringia coccoloboides";"Myadestes melanops";"1"
"Bunchosia sp1 M_SD_019";"Myadestes melanops";"1"
"Drymonia conchocalyx";"Myadestes melanops";"1"
"Ossaea sp1 M_SD_019";"Myadestes melanops";"1"
"Palicourea sp1 M_SD_019";"Myadestes melanops";"1"
"Phytolacca rivinoides ";"Myadestes melanops";"1"
"Phytolacca sp1 M_SD_019";"Myadestes melanops";"1"
"Solanum hispidum";"Myadestes melanops";"1"
"Cavendishia capitulata";"Myadestes melanops";"1"
"Mappia sp1 M_SD_019";"Myadestes melanops";"1"
"Ocotea bernouliana";"Myadestes melanops";"1"
"Prunus cornifolia";"Myadestes melanops";"1"
"Unidentified sp4 M_SD_019";"Myadestes melanops";"1"
"Bunchosia pilosa";"Myadestes melanops";"1"
"Faramea quercetorum";"Myadestes melanops";"1"
"Paullinia sp1 M_SD_019";"Myadestes melanops";"1"
"Unidentified sp7 M_SD_019";"Myadestes melanops";"1"
"Alloplectus tetragonus";"Myadestes melanops";"1"
"Ardisia compressa";"Myadestes melanops";"1"
"Chione costaricensis";"Myadestes melanops";"1"
"Drymonia rubra";"Myadestes melanops";"1"
"Hoffmannia sp3 M_SD_019";"Myadestes melanops";"1"
"Liana sp1 M_SD_019";"Myadestes melanops";"1"
"Ocotea sp3 M_SD_019";"Myadestes melanops";"1"
"Persea sp2 M_SD_019";"Myadestes melanops";"1"
"Persea veraguensis";"Myadestes melanops";"1"
"Torrubia costaricana";"Myadestes melanops";"1"
"Unidentified sp8 M_SD_019";"Myadestes melanops";"1"
"Cavendishia melastomoides";"Turdus plebejus";"1"
"Dendropanax sp1 M_SD_019";"Turdus plebejus";"1"
"Xylosma flexuosa";"Turdus plebejus";"1"
"Prunus anularis";"Turdus plebejus";"1"
"Maytenus sp1 M_SD_019";"Turdus plebejus";"1"
"Solanum cordovense";"Turdus plebejus";"1"
"Miconia sp1 M_SD_019";"Turdus plebejus";"1"
"Blakea grasilis";"Turdus plebejus";"1"
"Ossaea micrantha";"Turdus plebejus";"1"
"Beilschmiedia costaricensis";"Turdus plebejus";"1"
"Trophis mexicana";"Turdus plebejus";"1"
"Guarea tonduzii";"Turdus plebejus";"1"
"Ilex lamprophylla";"Turdus plebejus";"1"
"Eugenia sp1 M_SD_019";"Turdus plebejus";"1"
"Hieronyma guatemalensis";"Turdus plebejus";"1"
"Zanthoxylum culantrillo";"Turdus plebejus";"1"
"Nectandra davidsoniana";"Turdus plebejus";"1"
"Palicourea galeottiana";"Turdus plebejus";"1"
"Symplocarpon brenesii";"Turdus plebejus";"1"
"Trema micrantha";"Turdus plebejus";"1"
"Cestrum sp1 M_SD_019";"Turdus plebejus";"1"
"Ocotea sp1 M_SD_019";"Turdus plebejus";"1"
"Ocotea tonduzii";"Turdus plebejus";"1"
"Prunus sp1 M_SD_019";"Turdus plebejus";"1"
"Unidentified sp1 M_SD_019";"Turdus plebejus";"1"
"Beilschmiedia sp2 M_SD_019";"Turdus plebejus";"1"
"Cestrum racemosum";"Turdus plebejus";"1"
"Piper sp1 M_SD_019";"Turdus plebejus";"1"
"Clibadium sp1 M_SD_019";"Turdus plebejus";"1"
"Clusia alata";"Turdus plebejus";"1"
"Guatteria consanguinea";"Turdus plebejus";"1"
"Nectandra gentlei";"Turdus plebejus";"1"
"Xylosma chloranthum";"Turdus plebejus";"1"
"Acnistus arborescens";"Turdus plebejus";"1"
"Anthurium sp1 M_SD_019";"Turdus plebejus";"1"
"Besleria triflora";"Turdus plebejus";"1"
"Chamaedorea sp1 M_SD_019";"Turdus plebejus";"1"
"Drymonia conchocalyx";"Turdus plebejus";"1"
"Guettarda poasana";"Turdus plebejus";"1"
"Neea amplifolia";"Turdus plebejus";"1"
"Phytolacca rivinoides ";"Turdus plebejus";"1"
"Phytolacca sp1 M_SD_019";"Turdus plebejus";"1"
"Rapanea myricoides";"Turdus plebejus";"1"
"Viburnum costraricanum";"Turdus plebejus";"1"
"Dendropanax sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Maytenus sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Solanum cordovense";"Pharomachrus mocinno";"1"
"Blakea grasilis";"Pharomachrus mocinno";"1"
"Ossaea micrantha";"Pharomachrus mocinno";"1"
"Guarea tonduzii";"Pharomachrus mocinno";"1"
"Hieronyma guatemalensis";"Pharomachrus mocinno";"1"
"Nectandra davidsoniana";"Pharomachrus mocinno";"1"
"Matayba apetala";"Pharomachrus mocinno";"1"
"Symplocarpon brenesii";"Pharomachrus mocinno";"1"
"Trema micrantha";"Pharomachrus mocinno";"1"
"Cestrum sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Ocotea sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Ocotea tonduzii";"Pharomachrus mocinno";"1"
"Unidentified sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Gonzalagunia rosea";"Pharomachrus mocinno";"1"
"Citharexylum macradenium";"Pharomachrus mocinno";"1"
"Concostegia bernouliana";"Pharomachrus mocinno";"1"
"Hampea appendiculata";"Pharomachrus mocinno";"1"
"Hasseltia floribunda";"Pharomachrus mocinno";"1"
"Nectandra gentlei";"Pharomachrus mocinno";"1"
"Xylosma chloranthum";"Pharomachrus mocinno";"1"
"Acnistus arborescens";"Pharomachrus mocinno";"1"
"Anthurium sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Ardisia palmana";"Pharomachrus mocinno";"1"
"Cecropia obtusifolia";"Pharomachrus mocinno";"1"
"Citharexylum integerrimum";"Pharomachrus mocinno";"1"
"Phoebe mexicana";"Pharomachrus mocinno";"1"
"Dendropanax querceti";"Pharomachrus mocinno";"1"
"Rapanea myricoides";"Pharomachrus mocinno";"1"
"Schefflera robusta";"Pharomachrus mocinno";"1"
"Clibadium sp2 M_SD_019";"Pharomachrus mocinno";"1"
"Concostegia puberrula";"Pharomachrus mocinno";"1"
"Hoffmannia sp2 M_SD_019";"Pharomachrus mocinno";"1"
"Psychotria parasitica";"Pharomachrus mocinno";"1"
"Urera elata";"Pharomachrus mocinno";"1"
"Viburnum costraricanum";"Pharomachrus mocinno";"1"
"Bocconia frutescens";"Pharomachrus mocinno";"1"
"Cupania glabra";"Pharomachrus mocinno";"1"
"Psychotria sp1 M_SD_019";"Pharomachrus mocinno";"1"
"Cavendishia melastomoides";"Chiroxiphia linearis";"1"
"Dendropanax sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Xylosma flexuosa";"Chiroxiphia linearis";"1"
"Maytenus sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Solanum cordovense";"Chiroxiphia linearis";"1"
"Blakea grasilis";"Chiroxiphia linearis";"1"
"Ossaea micrantha";"Chiroxiphia linearis";"1"
"Trophis mexicana";"Chiroxiphia linearis";"1"
"Eugenia sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Witheringia solanacea";"Chiroxiphia linearis";"1"
"Matayba apetala";"Chiroxiphia linearis";"1"
"Palicourea galeottiana";"Chiroxiphia linearis";"1"
"Concostegia xalapensis";"Chiroxiphia linearis";"1"
"Symplocos sp2 M_SD_019";"Chiroxiphia linearis";"1"
"Cavendishia capitulata";"Chiroxiphia linearis";"1"
"Cavendishia complectans";"Chiroxiphia linearis";"1"
"Rubus rosaefolia";"Chiroxiphia linearis";"1"
"Xylosma intermedium";"Chiroxiphia linearis";"1"
"Coussarea sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Guarea glabra";"Chiroxiphia linearis";"1"
"Hoffmannia sp2 M_SD_019";"Chiroxiphia linearis";"1"
"Meliosma idiopoda";"Chiroxiphia linearis";"1"
"Ocotea austinii";"Chiroxiphia linearis";"1"
"Satyria sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Witheringia maculata";"Chiroxiphia linearis";"1"
"Anthurium sp2 M_SD_019";"Chiroxiphia linearis";"1"
"Anthurium sp3 M_SD_019";"Chiroxiphia linearis";"1"
"Besleria formosa";"Chiroxiphia linearis";"1"
"Campelia zanonia";"Chiroxiphia linearis";"1"
"Columbrina celtififolia";"Chiroxiphia linearis";"1"
"Didymopanax pittieri";"Chiroxiphia linearis";"1"
"Erythroxylon amplum";"Chiroxiphia linearis";"1"
"Lasiacis sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Lycianthes synanthera";"Chiroxiphia linearis";"1"
"Nectandra salicina";"Chiroxiphia linearis";"1"
"Psychotria acuminata";"Chiroxiphia linearis";"1"
"Tabernaemontana sp1 M_SD_019";"Chiroxiphia linearis";"1"
"Unidentified sp2 M_SD_019";"Chiroxiphia linearis";"1"
"Dendropanax sp1 M_SD_019";"Semnornis frantzii";"1"
"Solanum cordovense";"Semnornis frantzii";"1"
"Ossaea micrantha";"Semnornis frantzii";"1"
"Trophis mexicana";"Semnornis frantzii";"1"
"Witheringia solanacea";"Semnornis frantzii";"1"
"Cestrum sp1 M_SD_019";"Semnornis frantzii";"1"
"Ocotea sp1 M_SD_019";"Semnornis frantzii";"1"
"Prunus sp1 M_SD_019";"Semnornis frantzii";"1"
"Beilschmiedia sp2 M_SD_019";"Semnornis frantzii";"1"
"Concostegia xalapensis";"Semnornis frantzii";"1"
"Gonzalagunia rosea";"Semnornis frantzii";"1"
"Piper sp1 M_SD_019";"Semnornis frantzii";"1"
"Solanum umbellatum";"Semnornis frantzii";"1"
"Clusia alata";"Semnornis frantzii";"1"
"Nectandra hypoglauca";"Semnornis frantzii";"1"
"Symplocos sp2 M_SD_019";"Semnornis frantzii";"1"
"Witheringia coccoloboides";"Semnornis frantzii";"1"
"Xylosma chloranthum";"Semnornis frantzii";"1"
"Bunchosia sp1 M_SD_019";"Semnornis frantzii";"1"
"Palicourea sp1 M_SD_019";"Semnornis frantzii";"1"
"Solanum hispidum";"Semnornis frantzii";"1"
"Cepahaelis elata";"Semnornis frantzii";"1"
"Mappia sp1 M_SD_019";"Semnornis frantzii";"1"
"Unidentified sp4 M_SD_019";"Semnornis frantzii";"1"
"Xylosma intermedium";"Semnornis frantzii";"1"
"Siparuna sp1 M_SD_019";"Semnornis frantzii";"1"
"Ficus pertusa";"Semnornis frantzii";"1"
"Malvaviscus arboreus";"Semnornis frantzii";"1"
"Perrotettia longistylis";"Semnornis frantzii";"1"
"Psychotria sp2 M_SD_019";"Semnornis frantzii";"1"
"Unidentified sp5 M_SD_019";"Semnornis frantzii";"1"
"Dendropanax sp1 M_SD_019";"Procnias tricarunculata";"1"
"Xylosma flexuosa";"Procnias tricarunculata";"1"
"Solanum cordovense";"Procnias tricarunculata";"1"
"Miconia sp1 M_SD_019";"Procnias tricarunculata";"1"
"Blakea grasilis";"Procnias tricarunculata";"1"
"Ossaea micrantha";"Procnias tricarunculata";"1"
"Guarea tonduzii";"Procnias tricarunculata";"1"
"Hieronyma guatemalensis";"Procnias tricarunculata";"1"
"Nectandra davidsoniana";"Procnias tricarunculata";"1"
"Matayba apetala";"Procnias tricarunculata";"1"
"Symplocarpon brenesii";"Procnias tricarunculata";"1"
"Trema micrantha";"Procnias tricarunculata";"1"
"Ocotea sp1 M_SD_019";"Procnias tricarunculata";"1"
"Ocotea tonduzii";"Procnias tricarunculata";"1"
"Citharexylum macradenium";"Procnias tricarunculata";"1"
"Concostegia bernouliana";"Procnias tricarunculata";"1"
"Guatteria consanguinea";"Procnias tricarunculata";"1"
"Hampea appendiculata";"Procnias tricarunculata";"1"
"Hasseltia floribunda";"Procnias tricarunculata";"1"
"Nectandra gentlei";"Procnias tricarunculata";"1"
"Xylosma chloranthum";"Procnias tricarunculata";"1"
"Ardisia palmana";"Procnias tricarunculata";"1"
"Cecropia obtusifolia";"Procnias tricarunculata";"1"
"Citharexylum integerrimum";"Procnias tricarunculata";"1"
"Phoebe mexicana";"Procnias tricarunculata";"1"
"Concostegia puberrula";"Procnias tricarunculata";"1"
"Meliosma idiopoda";"Procnias tricarunculata";"1"
"Oreopanax xalapensis";"Procnias tricarunculata";"1"
"Urera elata";"Procnias tricarunculata";"1"
"Daphnopsis americana";"Procnias tricarunculata";"1"
"Cavendishia melastomoides";"Chlorospingus ophthalmicus";"1"
"Dendropanax sp1 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Prunus anularis";"Chlorospingus ophthalmicus";"1"
"Maytenus sp1 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Blakea grasilis";"Chlorospingus ophthalmicus";"1"
"Beilschmiedia costaricensis";"Chlorospingus ophthalmicus";"1"
"Guarea tonduzii";"Chlorospingus ophthalmicus";"1"
"Hieronyma guatemalensis";"Chlorospingus ophthalmicus";"1"
"Witheringia solanacea";"Chlorospingus ophthalmicus";"1"
"Matayba apetala";"Chlorospingus ophthalmicus";"1"
"Prunus sp1 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Concostegia xalapensis";"Chlorospingus ophthalmicus";"1"
"Gonzalagunia rosea";"Chlorospingus ophthalmicus";"1"
"Solanum umbellatum";"Chlorospingus ophthalmicus";"1"
"Lycianthes multiflora";"Chlorospingus ophthalmicus";"1"
"Nectandra hypoglauca";"Chlorospingus ophthalmicus";"1"
"Witheringia coccoloboides";"Chlorospingus ophthalmicus";"1"
"Bunchosia sp1 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Ossaea sp1 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Cavendishia complectans";"Chlorospingus ophthalmicus";"1"
"Ocotea bernouliana";"Chlorospingus ophthalmicus";"1"
"Bunchosia pilosa";"Chlorospingus ophthalmicus";"1"
"Clibadium sp2 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Faramea quercetorum";"Chlorospingus ophthalmicus";"1"
"Paullinia sp1 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Cestrum megalophyllum";"Chlorospingus ophthalmicus";"1"
"Marcgravia brownei";"Chlorospingus ophthalmicus";"1"
"Ocotea sp2 M_SD_019";"Chlorospingus ophthalmicus";"1"
"Picramnia carpinterae";"Chlorospingus ophthalmicus";"1"
"Dendropanax sp1 M_SD_019";"Chamaepetes unicolor";"1"
"Xylosma flexuosa";"Chamaepetes unicolor";"1"
"Solanum cordovense";"Chamaepetes unicolor";"1"
"Ossaea micrantha";"Chamaepetes unicolor";"1"
"Beilschmiedia costaricensis";"Chamaepetes unicolor";"1"
"Guarea tonduzii";"Chamaepetes unicolor";"1"
"Hieronyma guatemalensis";"Chamaepetes unicolor";"1"
"Trema micrantha";"Chamaepetes unicolor";"1"
"Cestrum sp1 M_SD_019";"Chamaepetes unicolor";"1"
"Ocotea tonduzii";"Chamaepetes unicolor";"1"
"Unidentified sp1 M_SD_019";"Chamaepetes unicolor";"1"
"Citharexylum macradenium";"Chamaepetes unicolor";"1"
"Concostegia bernouliana";"Chamaepetes unicolor";"1"
"Dipholis parvifolia";"Chamaepetes unicolor";"1"
"Hampea appendiculata";"Chamaepetes unicolor";"1"
"Hasseltia floribunda";"Chamaepetes unicolor";"1"
"Lycianthes multiflora";"Chamaepetes unicolor";"1"
"Nectandra gentlei";"Chamaepetes unicolor";"1"
"Acnistus arborescens";"Chamaepetes unicolor";"1"
"Cecropia obtusifolia";"Chamaepetes unicolor";"1"
"Citharexylum integerrimum";"Chamaepetes unicolor";"1"
"Guettarda poasana";"Chamaepetes unicolor";"1"
"Phoebe mexicana";"Chamaepetes unicolor";"1"
"Hamelia patens";"Chamaepetes unicolor";"1"
"Psychotria sp3 M_SD_019";"Chamaepetes unicolor";"1"
"Coussarea austin-smithii";"Chamaepetes unicolor";"1"
"Cavendishia melastomoides";"Elaenia frantzii";"1"
"Xylosma flexuosa";"Elaenia frantzii";"1"
"Prunus anularis";"Elaenia frantzii";"1"
"Maytenus sp1 M_SD_019";"Elaenia frantzii";"1"
"Miconia sp1 M_SD_019";"Elaenia frantzii";"1"
"Blakea grasilis";"Elaenia frantzii";"1"
"Beilschmiedia costaricensis";"Elaenia frantzii";"1"
"Trophis mexicana";"Elaenia frantzii";"1"
"Guarea tonduzii";"Elaenia frantzii";"1"
"Ilex lamprophylla";"Elaenia frantzii";"1"
"Hieronyma guatemalensis";"Elaenia frantzii";"1"
"Zanthoxylum culantrillo";"Elaenia frantzii";"1"
"Palicourea galeottiana";"Elaenia frantzii";"1"
"Beilschmiedia sp2 M_SD_019";"Elaenia frantzii";"1"
"Cestrum racemosum";"Elaenia frantzii";"1"
"Dipholis parvifolia";"Elaenia frantzii";"1"
"Guatteria consanguinea";"Elaenia frantzii";"1"
"Nectandra hypoglauca";"Elaenia frantzii";"1"
"Neea amplifolia";"Elaenia frantzii";"1"
"Rubus rosaefolia";"Elaenia frantzii";"1"
"Dendropanax sp1 M_SD_019";"Ramphastos sulfuratus";"1"
"Solanum cordovense";"Ramphastos sulfuratus";"1"
"Beilschmiedia costaricensis";"Ramphastos sulfuratus";"1"
"Zanthoxylum culantrillo";"Ramphastos sulfuratus";"1"
"Nectandra davidsoniana";"Ramphastos sulfuratus";"1"
"Symplocarpon brenesii";"Ramphastos sulfuratus";"1"
"Ocotea tonduzii";"Ramphastos sulfuratus";"1"
"Unidentified sp1 M_SD_019";"Ramphastos sulfuratus";"1"
"Citharexylum macradenium";"Ramphastos sulfuratus";"1"
"Concostegia bernouliana";"Ramphastos sulfuratus";"1"
"Hampea appendiculata";"Ramphastos sulfuratus";"1"
"Hasseltia floribunda";"Ramphastos sulfuratus";"1"
"Ardisia palmana";"Ramphastos sulfuratus";"1"
"Burmeistera sp1 M_SD_019";"Ramphastos sulfuratus";"1"
"Dendropanax arboreus ";"Ramphastos sulfuratus";"1"
"Oreopanax oerstedianum";"Ramphastos sulfuratus";"1"
"Dendropanax sp1 M_SD_019";"Chlorophonia callophrys";"1"
"Xylosma flexuosa";"Chlorophonia callophrys";"1"
"Blakea grasilis";"Chlorophonia callophrys";"1"
"Ossaea micrantha";"Chlorophonia callophrys";"1"
"Beilschmiedia costaricensis";"Chlorophonia callophrys";"1"
"Trophis mexicana";"Chlorophonia callophrys";"1"
"Matayba apetala";"Chlorophonia callophrys";"1"
"Piper sp1 M_SD_019";"Chlorophonia callophrys";"1"
"Dipholis parvifolia";"Chlorophonia callophrys";"1"
"Lycianthes multiflora";"Chlorophonia callophrys";"1"
"Phytolacca rivinoides ";"Chlorophonia callophrys";"1"
"Prunus cornifolia";"Chlorophonia callophrys";"1"
"Witheringia maculata";"Chlorophonia callophrys";"1"
"Nectandra sp1 M_SD_019";"Chlorophonia callophrys";"1"
"Cavendishia melastomoides";"Tityra semifasciata";"1"
"Dendropanax sp1 M_SD_019";"Tityra semifasciata";"1"
"Xylosma flexuosa";"Tityra semifasciata";"1"
"Prunus anularis";"Tityra semifasciata";"1"
"Solanum cordovense";"Tityra semifasciata";"1"
"Ossaea micrantha";"Tityra semifasciata";"1"
"Zanthoxylum culantrillo";"Tityra semifasciata";"1"
"Nectandra davidsoniana";"Tityra semifasciata";"1"
"Symplocarpon brenesii";"Tityra semifasciata";"1"
"Ocotea tonduzii";"Tityra semifasciata";"1"
"Cestrum racemosum";"Tityra semifasciata";"1"
"Besleria triflora";"Tityra semifasciata";"1"
"Stemmadenia glabra";"Tityra semifasciata";"1"
"Unidentified sp3 M_SD_019";"Tityra semifasciata";"1"
"Cavendishia melastomoides";"Trogon aurantiiventris";"1"
"Dendropanax sp1 M_SD_019";"Trogon aurantiiventris";"1"
"Solanum cordovense";"Trogon aurantiiventris";"1"
"Miconia sp1 M_SD_019";"Trogon aurantiiventris";"1"
"Blakea grasilis";"Trogon aurantiiventris";"1"
"Ossaea micrantha";"Trogon aurantiiventris";"1"
"Eugenia sp1 M_SD_019";"Trogon aurantiiventris";"1"
"Symplocarpon brenesii";"Trogon aurantiiventris";"1"
"Unidentified sp1 M_SD_019";"Trogon aurantiiventris";"1"
"Dendropanax querceti";"Trogon aurantiiventris";"1"
"Ocotea bernouliana";"Trogon aurantiiventris";"1"
"Schefflera robusta";"Trogon aurantiiventris";"1"
"Linociera dominguensis";"Trogon aurantiiventris";"1"
"Oreopanax sp1 M_SD_019";"Trogon aurantiiventris";"1"
"Cavendishia melastomoides";"Catharus ustulatus";"1"
"Maytenus sp1 M_SD_019";"Catharus ustulatus";"1"
"Solanum cordovense";"Catharus ustulatus";"1"
"Miconia sp1 M_SD_019";"Catharus ustulatus";"1"
"Ossaea micrantha";"Catharus ustulatus";"1"
