"name";"bold";"eol";"tsn";"ncbi"
"Peromyscus";"3157";"12353682";"180281";"10040"
"Curculionidae";"1752";"11319249";"114666";"7042"
"Passerina cyanea";"9663";"10663148";"179150";"84843"
"Soricidae";"970";"11146541";"179927";"9376"
"Hylocichla mustelina";"16055";"11194867";"179777";"172420"
"Sciurus niger";"89962";"12102270";"930494";"34861"
"Myiarchus crinitus";"9880";"12090806";"178309";"238987"
"Baeolophus bicolor";"9715";"10261808";"554138";"88114"
"Sitta carolinensis";"16101";"12090259";"178780";"50250"
"Melanerpes erythrocephalus";"10349";"12192637";"178186";"279962"
"Felis catus";"10396";"10663923";"183798";"9685"
"Strix varia";"9487";"12352531";"177921";"57075"
