"name";"bold";"eol";"tsn";"ncbi"
"Pinnixa rathbuni";NA;7102960;NA;2115853
"Crangon affinis";NA;6332940;NA;NA
"Metapenaeopsis dalei";747656;6080929;95699;467289
"Erynnis japonica";NA;NA;NA;NA
"Limanda herzensteini";NA;NA;616072;244452
"Limanda yokohamae";NA;NA;616093;245875
"Chaeturichthys hexanema";NA;NA;NA;NA
"Liparis tanakai";NA;12152313;NA;230148
"Lophius litulon";31903;7251169;690538;30790
"Suspended or deposited organic matter";NA;NA;NA;NA
