"original_name";"name_clear"
"bivalves";"Bivalvia"
"sedentary polychaetes";"Polychaeta"
"benthic invertebrates";"Benthic invertebrates"
"Pinnixa rathbuni";"Pinnixa rathbuni"
"errant polychaetes";"Polychaeta"
"Crangon affinis";"Crangon affinis"
"Metapenaeopsis dalei";"Metapenaeopsis dalei"
"Erynnis japonica";"Erynnis japonica"
"Limanda herzensteini";"Limanda herzensteini"
"L. yokohamae";"Limanda yokohamae"
"Chaeturichthys hexanema";"Chaeturichthys hexanema"
"Liparis tanakai";"Liparis tanakai"
"Lophius litulon";"Lophius litulon"
"suspended or deposited organic matter";"Suspended or deposited organic matter"
