"sp_taxon_1";"sp_taxon_2";"value"
"Calorhamphus fuliginosus";"Ficus pellucido-punctata";1
"Calorhamphus fuliginosus";"Ficus caulocarpa";1
"Calorhamphus fuliginosus";"Ficus binnendykii";1
"Calorhamphus fuliginosus";"Ficus pisocarpa";1
"Calorhamphus fuliginosus";"Ficus crassiramea";1
"Calorhamphus fuliginosus";"Ficus stupenda";1
"Calorhamphus fuliginosus";"Ficus kerkhovenii";1
"Calorhamphus fuliginosus";"Ficus delosyce";1
"Calorhamphus fuliginosus";"Ficus obscura";1
"Calorhamphus fuliginosus";"Ficus trichocarpa";1
"Calorhamphus fuliginosus";"Ficus benjamina";1
"Calorhamphus fuliginosus";"Ficus sundaica ";1
"Calorhamphus fuliginosus";"Ficus cucurbitina";1
"Calorhamphus fuliginosus";"Ficus virens";1
"Calorhamphus fuliginosus";"Ficus consociata";1
"Calorhamphus fuliginosus";"Ficus parietalis";1
"Calorhamphus fuliginosus";"Ficus dubia";1
"Calorhamphus fuliginosus";"Ficus bracteata";1
"Calorhamphus fuliginosus";"Ficus drupacea";1
"Calorhamphus fuliginosus";"Ficus stricta";1
"Calorhamphus fuliginosus";"Ficus sumatrana";1
"Irene puella";"Ficus pellucido-punctata";1
"Irene puella";"Ficus caulocarpa";1
"Irene puella";"Ficus binnendykii";1
"Irene puella";"Ficus pisocarpa";1
"Irene puella";"Ficus crassiramea";1
"Irene puella";"Ficus stupenda";1
"Irene puella";"Ficus kerkhovenii";1
"Irene puella";"Ficus delosyce";1
"Irene puella";"Ficus obscura";1
"Irene puella";"Ficus trichocarpa";1
"Irene puella";"Ficus benjamina";1
"Irene puella";"Ficus sundaica ";1
"Irene puella";"Ficus cucurbitina";1
"Irene puella";"Ficus virens";1
"Irene puella";"Ficus consociata";1
"Irene puella";"Ficus parietalis";1
"Irene puella";"Ficus bracteata";1
"Irene puella";"Ficus drupacea";1
"Irene puella";"Ficus heteropleura";1
"Irene puella";"Ficus stricta";1
"Irene puella";"Ficus sumatrana";1
"Megalaima chrysopogon";"Ficus pellucido-punctata";1
"Megalaima chrysopogon";"Ficus caulocarpa";1
"Megalaima chrysopogon";"Ficus binnendykii";1
"Megalaima chrysopogon";"Ficus pisocarpa";1
"Megalaima chrysopogon";"Ficus crassiramea";1
"Megalaima chrysopogon";"Ficus stupenda";1
"Megalaima chrysopogon";"Ficus kerkhovenii";1
"Megalaima chrysopogon";"Ficus delosyce";1
"Megalaima chrysopogon";"Ficus obscura";1
"Megalaima chrysopogon";"Ficus trichocarpa";1
"Megalaima chrysopogon";"Ficus benjamina";1
"Megalaima chrysopogon";"Ficus sundaica ";1
"Megalaima chrysopogon";"Ficus cucurbitina";1
"Megalaima chrysopogon";"Ficus virens";1
"Megalaima chrysopogon";"Ficus consociata";1
"Megalaima chrysopogon";"Ficus parietalis";1
"Megalaima chrysopogon";"Ficus dubia";1
"Megalaima chrysopogon";"Ficus bracteata";1
"Megalaima chrysopogon";"Ficus drupacea";1
"Megalaima chrysopogon";"Ficus subcordata";1
"Megalaima chrysopogon";"Ficus sagittata";1
"Calyptomena viridis";"Ficus pellucido-punctata";1
"Calyptomena viridis";"Ficus caulocarpa";1
