"name";"bold";"eol";"tsn";"ncbi"
"Ficus pellucidopunctata";NA;"32382972";NA;"100563"
"Ficus caulocarpa";"555436";"21130282";NA;"463841"
"Ficus binnendykii";NA;NA;NA;"182106"
"Ficus pisocarpa";NA;"25040828";NA;"666379"
"Ficus crassiramea";"761817";"15795914";NA;"463847"
"Ficus stupenda";NA;"15823293";NA;NA
"Ficus kerkhovenii";NA;"9266504";NA;NA
"Ficus delosyce";"761424";"9266324";NA;"2516501"
"Ficus obscura";"497339";"14843686";NA;"479810"
"Ficus trichocarpa";NA;"16251767";NA;"463883"
"Ficus benjamina";"253167";"11952567";"19083";"182105"
"Ficus sundaica";"614433";"15793254";NA;"309274"
"Ficus cucurbitina";NA;"9266304";NA;"463848"
"Ficus virens";"287665";"12249621";NA;"100580"
"Ficus consociata";NA;"16250227";NA;"182109"
"Ficus parietalis";"761715";"14917288";NA;"182121"
"Ficus dubia";NA;"9266343";NA;NA
"Ficus bracteata";NA;"9266196";NA;NA
"Ficus drupacea";"210595";"13296344";"507894";"309272"
"Ficus stricta";"633747";"21188485";NA;"463876"
"Ficus sumatrana";"633748";"16250879";NA;"479824"
"Ficus heteropleura";"555443";"13831464";NA;"309337"
"Ficus subcordata";NA;"14860623";NA;"463877"
"Ficus sagittata";"555455";"14848929";NA;"463870"
"Calorhamphus fuliginosus";NA;"15792593";NA;"240712"
"Irena puella";"91290";"11988200";"920322";"175119"
"Megalaima chrysopogon";NA;"15798408";"554176";"348819"
"Calyptomena viridis";"115546";"14840804";"558996";"135972"
"Chloropsis sonnerati";"116939";"14439823";"559230";"452102"
"Megalaima australis";NA;"21718667";"685857";NA
"Treron curvirostra";NA;"13895556";"677453";"1464057"
"Megalaima mystacophanos";NA;"12034811";"554178";"91773"
"Anthracoceros malayanus";"115205";"15020323";"554422";"175817"
"Hypsipetes charlottae";NA;NA;NA;"374644"
"Megalaima henricii";NA;"13773190";"554186";NA
"Pycnonotus brunneus";"116889";"13770193";"562605";"270476"
"Chloropsis cyanopogon";"116935";"15796482";"559226";"1218682"
"Prionochilus percussus";"118957";"15793908";"562457";"667171"
"Pycnonotus eutilotus";"116894";"16252062";"562610";"270477"
"Buceros rhinoceros";"115209";"13593343";"554425";"175835"
"Criniger phaeocephalus";NA;NA;NA;"182888"
"Dicaeum chrysorrheum";"118924";"13899533";"559725";"667150"
"Pycnonotus cyaniventris";"116892";"16250714";"562607";"374630"
"Treron capellei";NA;"16252290";"177290";NA
"Gracula religiosa";"95517";"12152347";"917418";"116992"
"Pycnonotus erythropthalmos";"116893";"14840665";"562609";"374631"
"Pycnonotus simplex";"116909";"14840653";"562625";"632605"
"Anorrhinus galeritus";NA;"14840732";"554430";"866357"
"Criniger bres";NA;NA;NA;"182882"
"Prionochilus maculatus";"118955";"16250374";"924288";"667169"
"Rhinoplax vigil";NA;"14840794";"707785";"866441"
"Oriolus xanthonotus";"119289";"15154845";"921954";"98140"
"Alcippe brunneicauda";NA;"19438103";"558497";"204788"
"Loriculus galgulus";"114069";"14438806";"177635";"60471"
"Pycnonotus atriceps";"116884";"11997373";"920026";"182895"
"Criniger finschii";NA;NA;NA;"2022784"
"Ptilinopus jambu";"113882";"14841347";"177323";"1390575"
"Rhyticeros corrugatus";NA;NA;NA;"175825"
"Chloropsis cochinchinensis";"116934";"13292343";"925410";"175117"
"Hypsipetes criniger";NA;NA;NA;"147060"
"Treron olax";NA;"14840825";"177296";NA
"Corvus enca";"119572";"14840606";"924202";"1196282"
"Dicaeum agile";NA;"13763194";"924297";"667146"
"Hypsipetes malaccensis";NA;NA;NA;NA
"Lophura ignita";"113341";"13602876";"678037";"9044"
"Chalcophaps indica";"113713";"11940768";"676932";"187108"
"Dicaeum concolor";"118925";"12720737";"559726";"667151"
"Ducula badia";"113758";"13762161";"677035";"1463953"
"Melanochlora sultanea";"118678";"13901088";"922507";"237430"
"Platysmurus leucopterus";NA;"14840743";"562263";"257856"
"Pycnonotus goavier";NA;NA;NA;"632603"
"Zoothera interpres";NA;"15804510";"563795";"1743340"
"Anthracoceros albirostris";NA;"11974220";"554421";"57395"
"Coracina striata";"116752";"20909758";"923190";"424851"
"Dicaeum ignipectus";"746236";"13762808";"924390";"667160"
"Dicaeum trigonostigma";"118949";"11970455";"924323";"135427"
"Harpactes diardii";"115003";"15794096";"554510";"59409"
"Hypsipetes flavala";NA;NA;NA;NA
"Pycnonotus finlaysoni";"116895";"14912730";"562611";"182896"
"Pycnonotus melanoleucos";"858404";"14506127";"562619";"374637"
"Pycnonotus plumosus";"116907";"14840728";"920110";"270475"
"Pycnonotus squamatus";NA;"18628616";"562628";"690623"
"Pycnonotus zeylanicus";NA;"15798596";"562637";"374635"
"Treron fulvicollis";NA;"15798804";"677466";NA
"Turdus obscurus";"52613";"11975451";NA;"36281"
