"name";"bold";"eol";"tsn";"ncbi"
"Bacillariophyta";730254;NA;NA;2836
"Calanoid copepods";NA;NA;NA;NA
"Parathemisto";348694;NA;95153;294119
"Epontic copepods";NA;NA;NA;NA
"Arctogadus glacialis";82548;NA;164704;185735
"Murres";NA;NA;176973;13745
"Pusa hispida";68860;NA;622064;9718
"Monodon monoceros";12413;NA;180485;40151
"Rissa";4496;NA;30164;70930
"Fulmarus";4839;NA;174539;30454
"Guillemots";NA;NA;176984;NA
