"name";"bold";"eol";"tsn";"ncbi"
"Mysida";79190;11158178;90740;75399
"Chelon labrosus";86781;7252863;170371;48171
"Liza ramada";NA;7252840;170376;30804
"Liza aurata";NA;7252836;170377;48191
"Crassostrea angulata";27891;5856088;79875;558553
"Scrobicularia plana";647014;5995117;81320;665965
"Cerastoderma";6120;6277953;80904;55709
"Mytilus galloprovincialis";26340;5694750;79456;29158
"Gammaridae";1591;6076875;621417;36939
"Corophium";142570;12100336;93593;371471
"Cirratulidae";83730;11149030;67116;46590
"Capitellidae";122706;11147880;NA;51292
"Maldanidae";27308;11153188;67515;61845
"Engraulis encrasicolus";24011;6986063;161832;184585
"Sardina pilchardus";10859;6985975;161813;27697
"Carcinus maenas";28231;7105625;98734;6759
"Crangon crangon";88113;6332944;NA;491138
"Hediste diversicolor";200112;8049684;65991;126592
"Pomatoschistus minutus";77451;NA;171978;13225
"Conger conger";11021;6592026;161341;82655
"Trigla lucerna";468896;NA;167039;27776
"Solea vulgaris";NA;11214190;NA;90069
"Nereis succinea";NA;NA;65917;981110
"Dicentrarchus labrax";77461;7225454;170317;13489
"Ciliata mustela";77450;7246217;623023;348443
"Enteromorpha";320906;6193711;6519;3118
"Sedimented detritus";NA;NA;NA;NA
