"original_name";"name_clear"
"Mysidacea";"Mysida"
"Copepoda";"Copepoda"
"Chelon labrosus";"Chelon labrosus"
"Liza ramada";"Liza ramada"
"L. aurata";"Liza aurata"
"Crassostrea angulata";"Crassostrea angulata"
"Scrobicularia plana";"Scrobicularia plana"
"Cerastoderma";"Cerastoderma"
"Mytilus galloprovincialis";"Mytilus galloprovincialis"
"bacteria";"Bacteria"
"Gammaridae";"Gammaridae"
"Corophium";"Corophium"
"Cirratulidae";"Cirratulidae"
"Capitellidae";"Capitellidae"
"Maldanidae";"Maldanidae"
"meiofauna";"Meiofauna"
"Engraulis encrasicolus";"Engraulis encrasicolus"
"Sardina pilchardus";"Sardina pilchardus"
"Clupeidae";"Clupeidae"
"Carcinus maenas";"Carcinus maenas"
"Crangon crangon";"Crangon crangon"
"Nereis diversicolor";"Hediste diversicolor"
"Pomatoschistus minutus";"Pomatoschistus minutus"
"Conger conger";"Conger conger"
"Trigla lucerna";"Trigla lucerna"
"Solea vulgaris";"Solea vulgaris"
"Nereis succinea";"Nereis succinea"
"Dicentrarchus labrax";"Dicentrarchus labrax"
"Ciliata mustela";"Ciliata mustela"
"birds";"Aves"
"phytoplankton";"Phytoplankton"
"Ulva";"Ulva"
"Enteromorpha";"Enteromorpha"
"suspended detritus";"Suspended detritus"
"sedimented detritus";"Sedimented detritus"
