"original_name";"name_clear"
"detritus";"Detritus"
"dissolved organic matter";"Dissolved organic matter"
"bacteria";"Bacteria"
"small phytoplankton";"Small phytoplankton"
"zooflagellates";"Zooflagellates"
"ciliates";"Ciliate"
"medium phytoplankton";"Medium phytoplankton"
"arge phytoplankton";"Large phytoplankton"
"meroplankton";"Meroplankton"
"appendicularians";"Appendicularia"
"doliolids";"Doliolidae"
"small calanoids";"Calanoida"
"medium-sized calanoids";"Calanoida"
"cyclopoids";"Cyclopoida"
"juvenile euphausiids";"Euphausiacea"
"calanoids";"Calanoidae"
"small tomopterids";"Tomopteridae"
"small coelenterates";"Coelenterata"
"chaetognaths";"Chaetognatha"
"polychaetes";"Polychaeta"
"anchovy";"Engraulidae"
