"name";"bold";"eol";"tsn";"ncbi"
"Gillisius";NA;NA;NA;NA
"Quichuana picadoi";"478131";"24706517";NA;NA
"Cephaloleia puncticollis";NA;"24664208";"841377";NA
"Merosargus";"478422";"21747817";"130329";"343646"
"Copestylum obscurior";NA;"24706522";NA;NA
"Beebeomyia";NA;"7039344";NA;NA
