"name";"bold";"eol";"tsn";"ncbi"
"Animalia";NA;NA;202423;33208
"Meiofauna";NA;NA;NA;NA
"Bacterioplankton";NA;NA;NA;NA
"Paguroidea";NA;5810149;206947;6744
"Spider crabs";NA;NA;206956;6805
"Isopoda";330;12193206;788242;29979
"Peracarida";NA;7623794;573755;6820
"Decapoda";336;7884471;NA;6683
"Cynoglossidae";1137;12227870;173060;30947
"Triglidae";1281;11152940;166972;27774
"Atlantic silverside and bay anchovies";NA;NA;NA;NA
"Cyprinodon variegatus";140669;7568682;165631;28743
"Cyprinodontiformes";27399;11191309;553130;28738
"Spot";NA;NA;21422;59837
"Pipefish and seahorses";NA;NA;NA;NA
"Benthos eating birds";NA;NA;NA;NA
"Anatidae";1436;11144247;NA;8830
"Halodule";411526;7582725;514405;13077
"Micro-epiphytes";NA;NA;NA;NA
"Macro-epiphytes";NA;NA;NA;NA
