"original_name";"name_clear"
"Benthic bacteria";"Bacteria"
"Microfauna";"Animalia"
"Meiofauna";"Meiofauna"
"Bacterioplankton";"Bacterioplankton"
"Microprotozoa";"Protozoa"
"Epiphyte-grazing amphipods";"Amphipoda"
"Suspension-feeding molluscs";"Mollusca"
"Hermit crabs";"Paguroidea"
"Spider crabs (herbivores)";"Spider crabs"
"Omnivorous crabs";"Brachyura"
"Blue crabs";"Callinectes sapidus"
"Isopods";"Isopoda"
"Brittle stars";"Ophiuroidea"
"Deposit-feeding peracaridan crustaceans";"Peracarida"
"Herbivorous shrimps";"Decapoda"
"Predatory shrimps";"Decapoda"
"Catfish and stingrays";"Siluriformes"
"Tonguefish";"Cynoglossidae"
"Flounder and needlefish";"Pleuronectidae"
"Southern hake and sea robins";"Triglidae"
"Atlantic silverside and bay anchovies";"Atlantic silverside and bay anchovies"
"Sheepshead minnow";"Cyprinodon variegatus"
"Killifishes";"Cyprinodontiformes"
"Gobies and blennies";"Gobiidae"
"Pinfish";"Lagodon rhomboides"
"Spot";"Spot"
"Pipefish and seahorses";"Pipefish and seahorses"
"Red drum";"Sciaenops ocellatus"
"Deposit-feeding gastropods";"Gastropoda"
"Predatory gastropods";"Gastropoda"
"Epiphyte-grazing gastropods";"Gastropoda"
"Other gastropods";"Gastropoda"
"Deposit-feeding polychaetes";"Polychaeta"
"Predatory polychaetes";"Polychaeta"
"Suspension-feeding polychaetes";"Polychaeta"
"Zooplankton";"Zooplankton"
"Benthos eating birds";"Benthos eating birds"
"Fish-eating birds";"Aves"
"Fish and crustacean-eating birds";"Pisces"
"Gulls";"Laridae"
"Raptors";"Aves"
"Herbivorous ducks";"Anatidae"
"Detritus";"Detritus"
"Benthic algae";"Algae"
"Phytoplankton";"Phytoplankton"
"Halodule";"Halodule"
"Micro-epiphytes";"Micro-epiphytes"
"Macro-epiphytes";"Macro-epiphytes"
