"original_name";"name_clear"
"Lumbrinereis";"Lumbrinereis"
"Clymenella";"Clymenella"
"Anurida";"Anurida"
"Gammarus";"Gammarus"
"Talorchestia";"Talorchestia"
"Mya";"Mya"
"Ensis";"Ensis"
"Macoma";"Macoma"
"Solemya";"Solemya"
"Gemma";"Gemma"
"Fundulus";"Fundulus"
"fish fry";"Pisces"
"Littorina littorea";"Littorina littorea"
"Onoba";"Onoba"
"Crago";"Crago"
"Glycera";"Glycera"
"Nereis";"Nereis"
"Cerebratulus";"Cerebratulus"
"Megaceryle";"Megaceryle"
"Sterna";"Sterna"
"Polinices";"Polinices"
"Nassarius";"Nassarius"
"Limulus";"Limulus"
"Pagurus";"Pagurus"
"Cancer";"Cancer"
"Carcinides";"Carcinides"
"Myoxocephalus";"Myoxocephalus"
"Tautogolabrus";"Tautogolabrus"
"Pseudopleuronectes";"Pseudopleuronectes"
"Asterias";"Asterias"
"organic matter";"Organic matter"
"organic debris";"Organic debris"
"plankton";"Plankton"
"detritus";"Detritus"
"Chaetomorpha";"Chaetomorpha"
"Ulva";"Ulva"
"other algae";"Algae"
