"original_name";"name_clear"
"marsh insects";"Insecta"
"Littorina littorea";"Littorina littorea"
"L. obtusata";"Littorina obtusata"
"L. saxatilis";"Littorina saxatilis"
"Mytilus";"Mytilus"
"Balanus";"Balanus"
"Brachidontes";"Brachidontes"
"Anurida";"Anurida"
"Orchestia";"Orchestia"
"Gammarus";"Gammarus"
"spiders";"Spiders"
"song birds";"Passeri"
"Fundulus";"Fundulus"
"fish fry";"Pisces"
"Carcinides";"Carcinides"
"Cancer";"Cancer"
"Butorides";"Butorides"
"Corvus";"Corvus"
"Spartina glabra";"Spartina glabra"
"Ascophyllum";"Ascophyllum"
"Fucus";"Fucus"
"other algae";"Algae"
"plankton";"Plankton"
"detritus";"Detritus"
"organic debris";"Organic debris"
