"original_name";"name_clear"
"marsh insects";"Marsh insects"
"Melampus";"Melampus"
"Littorina littorea";"Littorina littorea"
"L. saxatilis";"Littorina saxatilis"
"Orchestia";"Orchestia"
"Philoscia";"Philoscia"
"Anurida";"Anurida"
"Cylisticus";"Cylisticus"
"marsh spiders";"Marsh Spiders"
"Fundulus";"Fundulus"
"fish fry";"Pisces"
"Corvus";"Corvus"
"Pisobia";"Pisobia"
"song birds";"Song birds"
"Spartina patena";"Spartina patena"
"organic debris";"Organic debris"
"algae";"Algae"
"plankton";"Plankton"
"detritus";"Detritus"
