"original_name";"name_clear"
"Phytoplankton";"Phytoplankton"
"Zooplankton";"Zooplankton"
"Krill larvae";"Euphausiacea"
"Krill adult";"Euphausiacea"
"Salps";"Salpidae"
"Benthic infauna";"Benthic infauna"
"Detritus";"Detritus"
"Benthic epifauna";"Benthic epifauna"
"Small demersals";"Small demersals"
"Small pelagics";"Small pelagics"
"Electrona antarctica";"Electrona antarctica"
"Cephalopods";"Cephalopod"
"Medium demersals";"Pisces"
"Large demersals";"Pisces"
"Medium pelagics";"Pisces"
"Large pelagics";"Large pelagics"
"Penguins";"Spheniscidae"
"Birds";"Aves"
"Notothenia rossii";"Notothenia rossii"
"A. gazella";"Arctocephalus gazella"
"Mirounga leonina";"Mirounga leonina"
"L. carcinophagus";"Lobodon carcinophagus"
"Hydrurga leptonyx";"Hydrurga leptonyx"
"L. weddellii/O. rossii";"Leptonychotes weddellii"
"B. acutorostrata";"Balaenoptera acutorostrata"
"Baleen whales";"Balaenoptera"
"P. macrocephalus";"Physeter macrocephalus"
"O. orca";"Orcinus orca"
