"sp_taxon_1";"sp_taxon_2";"value";"type"
"Phytoplankton";"Zooplankton";"0.9";"herbivory"
"Zooplankton";"Zooplankton";"0.1";"predation"
"Phytoplankton";"Krill larvae";"0.8";"herbivory"
"Zooplankton";"Krill larvae";"0.2";"predation"
"Phytoplankton";"Krill adult";"0.7";"herbivory"
"Zooplankton";"Krill adult";"0.3";"predation"
"Phytoplankton";"Salps";"0.9";"herbivory"
"Zooplankton";"Salps";"0.1";"predation"
"Krill larvae";"Salps";"0.01";"predation"
"Phytoplankton";"Benthic infauna";"0.5";"herbivory"
"Zooplankton";"Benthic infauna";"0.01";"predation"
"Krill larvae";"Benthic infauna";"0.01";"predation"
"Krill adult";"Benthic infauna";"0.01";"predation"
"Salps";"Benthic infauna";"0.01";"predation"
"Benthic infauna";"Benthic infauna";"0.01";"predation"
"Detritus";"Benthic infauna";"0.93";"commensalism"
"Phytoplankton";"Benthic epifauna";"0.11";"herbivory"
"Benthic infauna";"Benthic epifauna";"0.01";"predation"
"Benthic epifauna";"Benthic epifauna";"0.02";"predation"
"Detritus";"Benthic epifauna";"0.86";"commensalism"
"Zooplankton";"Notothenia rossii";"0.19";"predation"
"Krill larvae";"Notothenia rossii";"0.16";"predation"
"Krill adult";"Notothenia rossii";"0.23";"predation"
"Salps";"Notothenia rossii";"0.02";"predation"
"Small demersals";"Notothenia rossii";"0.18";"predation"
"Small pelagics";"Notothenia rossii";"0.22";"predation"
"Zooplankton";"Small demersals";"0.48";"predation"
"Krill larvae";"Small demersals";"0.1";"predation"
"Krill adult";"Small demersals";"0.21";"predation"
"Salps";"Small demersals";"0.02";"predation"
"Benthic infauna";"Small demersals";"0.09";"predation"
"Benthic epifauna";"Small demersals";"0.09";"predation"
"Zooplankton";"Medium demersals";"0.22";"predation"
"Krill larvae";"Medium demersals";"0.01";"predation"
"Krill adult";"Medium demersals";"0.23";"predation"
"Salps";"Medium demersals";"0.01";"predation"
"Benthic infauna";"Medium demersals";"0.07";"predation"
"Benthic epifauna";"Medium demersals";"0.12";"predation"
"Small demersals";"Medium demersals";"0.1";"predation"
"Electrona antarctica";"Medium demersals";"0.13";"predation"
"Small pelagics";"Medium demersals";"0.1";"predation"
"Cephalopods";"Medium demersals";"0.001";"predation"
"Zooplankton";"Large demersals";"0.09";"predation"
"Krill larvae";"Large demersals";"0.1";"predation"
"Krill adult";"Large demersals";"0.24";"predation"
"Salps";"Large demersals";"0.1";"predation"
"Benthic infauna";"Large demersals";"0.01";"predation"
"Benthic epifauna";"Large demersals";"0.21";"predation"
"Small demersals";"Large demersals";"0.21";"predation"
"Small pelagics";"Large demersals";"0.21";"predation"
"Cephalopods";"Large demersals";"0.01";"predation"
"Phytoplankton";"Electrona antarctica";"0.1";"herbivory"
"Zooplankton";"Electrona antarctica";"0.1";"predation"
"Krill larvae";"Electrona antarctica";"0.38";"predation"
"Krill adult";"Electrona antarctica";"0.41";"predation"
"Salps";"Electrona antarctica";"0.02";"predation"
"Phytoplankton";"Small pelagics";"0.09";"herbivory"
