"name";"bold";"eol";"tsn";"ncbi"
"Melangyna";"110808";"11961587";"140111";"414825"
"Leioproctus fulvescens";NA;"21643686";"655209";NA
"Avibrissina";NA;NA;NA;NA
"Cheilosia fulvipes";NA;NA;NA;NA
"Leioproctus";"91105";"13860216";"655094";"178045"
"Argirophenga";NA;NA;NA;NA
"Melangyna novaezelandiae";"388172";"21590185";NA;NA
"Peremptor modicus";NA;"13946845";NA;NA
"Veluta albicincta";NA;"7114925";NA;NA
"Adoxia";NA;"24395037";NA;NA
"Apsona muscaria";"800559";"6148964";NA;"210229"
"Erythronychia aliena";NA;"7119296";NA;NA
"Heteria plebeia";NA;"7108736";NA;NA
"Mordella detracta";NA;"31279516";NA;NA
"Occisor";NA;"11214339";NA;NA
"Pilinasica";NA;NA;NA;NA
"Procissio";NA;"7111679";NA;NA
"Proscissio cana";NA;"7108750";NA;NA
"Proscissio lateralis";NA;"13940579";NA;NA
"Xylota montana";NA;NA;NA;NA
"Zealandotachina nigrifemorata";NA;"13938221";NA;NA
"Argyrophenga janitae";NA;"32473765";NA;NA
"Asilis pilicornis";NA;NA;NA;NA
"Calliphora quadrimaculata";"520998";"21109697";NA;"81696"
"Cyphon";NA;"12230866";"113949";"1569076"
"Eudonia sabulosella";NA;"13924863";NA;NA
"Eulalia";"195081";"11311788";"65281";"62337"
"Gracilicera";"802005";NA;NA;NA
"Helophilus hochstetteri";"385490";"21584981";NA;"1124523"
"Heteria appendiculata";NA;"7108738";NA;NA
"Hoplocneme";NA;"10225537";NA;NA
"Leioproctus maritimus";NA;"13947293";"655265";NA
"Lepidomyia";"105528";"6453956";"141076";"374196"
"Mallochomacquartia";NA;"10228584";NA;NA
"Medinella flavofemorata";NA;"7113651";NA;NA
"Neotachina obtusa";NA;"7118609";NA;NA
"Neotachina";NA;"7118608";NA;NA
"Occisor versutus";NA;"7114906";NA;NA
"Pasiphila inductata";NA;NA;NA;NA
"Proscissio";NA;"7108749";NA;"2174376"
"Protohystricia huttoni";NA;"7112739";NA;NA
"Protohystricia orientalis";NA;"7112743";NA;NA
"Rhopalomerus";NA;"12225230";NA;"202171"
"Zealandotachina varipes";NA;"7112156";NA;NA
"Zorion minutum";NA;"6737572";NA;"365692"
"Cassinia vauvilliersii";NA;NA;NA;NA
"Gentiana corymbifera";NA;"13911650";NA;NA
"Wahlenbergia albomarginata";NA;"13908486";NA;"1005571"
"Helichrysum bellidioides";NA;NA;NA;"59432"
"Craspedia uniflora";NA;"17756536";NA;"420143"
"Hoheria glabrata";"621393";"21176291";NA;"326349"
"Senecio bidwillii";NA;NA;NA;NA
"Parahebe lyallii";NA;"24150397";NA;"74691"
"Pratia angulata";"486566";"21462581";NA;"85225"
"Celmisia coriacea";NA;"25018717";NA;NA
"Galium propinquum";NA;"14147385";NA;NA
"Hebe odora";NA;"21425818";NA;"74682"
"Ranunculus lyallii";"435965";"21067330";NA;"147630"
"Senecio bellidioides";NA;"13937179";NA;NA
"Celmisia armstrongii";NA;"25018713";NA;"490650"
"Ourisia macrocarpa";NA;"21124700";NA;"292327"
"Senecio scorzoneroides";NA;NA;NA;NA
"Lasioglossum sordidum";"342329";"31102029";"759329";NA
"Lycaena salustius";"499944";"21096713";NA;"580927"
"Lycaena boldenarum";NA;"21398938";NA;NA
"Scaptia adrel";NA;"13922873";NA;NA
"Bombus terrestris";"21807";"12229736";"714842";"30195"
"Hybopygia varia";NA;NA;NA;NA
"Leioproctus monticola";NA;"12285169";"655286";NA
"Protohystricia alcis";NA;"7112740";NA;NA
"Scoparia submarginalis";NA;NA;NA;NA
"Avibrissina brevipalpis";NA;"7113842";NA;NA
"Bombus hortorum";"31797";"13041384";"714923";"85660"
"Calliphora vicina";"26221";"12139736";"151555";"7373"
"Orocrambus flexuosellus";"723350";"30718303";NA;NA
"Pales efferata";NA;"7113876";NA;NA
"Pales nyctemeriana";NA;"7113917";NA;NA
