"original_name";"name_clear"
"Bacteria";"Bacteria"
"Microzooplankton";"Microzooplankton"
"Pteropods";"Limacina helicina"
"Gelatinous zooplankton";"Zooplankton"
"Copepods";"Copepods"
"Meroplankton";"Meroplankton"
"Tooth-fish";"Dissostichus eleginoides"
"Killer Whales A";"Orcinus orca"
"Killer Whales B";"Orcinus orca"
"Killer Whales C";"Orcinus orca"
"Squid";"Teuthida"
"Small fish";"Pisces"
"Crystal Krill";"Euphausia crystallorophias"
"Baleen whales";"Balaenoptera"
"Leopard seals";"Hydrurga leptonyx"
"Crabeater seals";"Lobodon carcinophagus"
"Weddell seals";"Leptonychotes weddellii"
"Adelie penguins";"Pygoscelis adeliae"
"Emperor penguins";"Aptenodytes forsteri"
"Petrels";"Procellariiformes"
"DOM";"Caulolatilus cyanops"
"Phaeocystis";"Phaeocystis"
"Cryptophytes";"Cryptophyceae"
"Diatoms";"Diatoms"
"Ice algae";"Algae"
