"original_name";"name_clear"
"DOM";"Caulolatilus cyanops"
"Bacteria";"Bacteria"
"Phaeocystis";"Phaeocystis"
"Cryptophytes";"Cryptophyceae"
"Copepods - Meroplankton";"Copepods - Meroplankton"
"Microzooplankton";"Microzooplankton"
"Diatoms";"Diatoms"
"Pteropods";"Limacina helicina"
"Gelatinous zooplankton";"Zooplankton"
"Ice algae";"Algae"
"Small fish";"Pisces"
"Crystal Krill";"Euphausia crystallorophias"
"Baleen whales";"Balaenoptera"
"Crabeater seals";"Lobodon carcinophagus"
"Weddell seals";"Leptonychotes weddellii"
"Emperor penguins";"Aptenodytes forsteri"
"Tooth-fish";"Dissostichus eleginoides"
"Adelie penguins";"Pygoscelis adeliae"
"Killer Whales A";"Orcinus orca"
"Killer Whales B";"Orcinus orca"
"Killer Whales C";"Orcinus orca"
"Squid";"Teuthida"
"Leopard seals";"Hydrurga leptonyx"
"Petrels";"Procellariiformes"
