"name";"bold";"eol";"tsn";"ncbi"
"Benthic carnivores";NA;NA;NA;NA
"Etrumeus sadina";767323;6590691;161744;224716
"Phosichthyidae";52854;12221611;622313;210573
"Myctophidae";1368;12221376;162575;68515
"Other pelagics";NA;NA;NA;NA
"Scomber colias";71687;7251646;172413;338315
"Thunnus";7100;12093532;172422;8234
"Thyrsites atun";18428;7227417;172372;499858
"Argyrosomus";6163;7213810;169369;172268
"Seriola lalandi";11519;7251906;168695;302047
"Atractoscion aequidens";17011;7224551;169389;334909
"Benthic filter - feeders";NA;NA;NA;NA
