"original_name";"name_clear"
"bacteria";"Bacteria"
"benthic carnivores";"Benthic carnivores"
"microzooplankton";"Microzooplankton"
"mesozooplankton";"Zooplankton"
"macrozooplankton";"Zooplankton"
"gelatinous zooplankton";"Zooplankton"
"anchovy";"Engraulidae"
"pilchard";"Clupeidae"
"round herring";"Etrumeus sadina"
"lightfish";"Phosichthyidae"
"lanternfish";"Myctophidae"
"goby";"Gobiidae"
"other pelagics";"Other pelagics"
"horse mackerel";"Trachurus japonicus"
"chub mackerel";"Scomber colias"
"other groundfish";"Pisces"
"hakes";"Merlucciidae"
"squid";"Teuthida"
"tunas";"Thunnus"
"snoek";"Thyrsites atun"
"kob";"Argyrosomus"
"yellowtail";"Seriola lalandi"
"geelbek";"Atractoscion aequidens"
"whales and dolphins";"Cetacea"
"birds";"Aves"
"seals";"Phocidae"
"sharks";"Selachimorpha"
"phytoplankton";"Phytoplankton"
"benthic filter-feeders";"Benthic filter-feeders"
