"sp_taxon_1";"sp_taxon_2";"value";"type"
"bacteria";"phytoplankton";98,8;"herbivory"
"benthic carnivores";"benthic filter-feeders";100;"predation"
"microzooplankton";"phytoplankton";30,6;"herbivory"
"microzooplankton";"bacteria";29,7;"predation"
"microzooplankton";"microzooplankton";29,7;"predation"
"mesozooplankton";"phytoplankton";45;"herbivory"
"mesozooplankton";"microzooplankton";45;"predation"
"macrozooplankton";"phytoplankton";60;"herbivory"
"macrozooplankton";"mesozooplankton";40;"predation"
"gelatinous zooplankton";"phytoplankton";25;"herbivory"
"gelatinous zooplankton";"bacteria";25;"predation"
"gelatinous zooplankton";"microzooplankton";25;"predation"
"gelatinous zooplankton";"mesozooplankton";25;"predation"
"anchovy";"phytoplankton";5;"herbivory"
"anchovy";"microzooplankton";4;"predation"
"anchovy";"mesozooplankton";57;"predation"
"anchovy";"macrozooplankton";34;"predation"
"pilchard";"phytoplankton";67;"herbivory"
"pilchard";"mesozooplankton";30;"predation"
"pilchard";"macrozooplankton";3;"predation"
"round herring";"mesozooplankton";60;"predation"
"round herring";"macrozooplankton";40;"predation"
"lightfish";"mesozooplankton";40;"predation"
"lightfish";"macrozooplankton";60;"predation"
"lanternfish";"mesozooplankton";40;"predation"
"lanternfish";"macrozooplankton";60;"predation"
"goby";"phytoplankton";36;"herbivory"
"goby";"microzooplankton";2;"predation"
"goby";"mesozooplankton";43,5;"predation"
"goby";"macrozooplankton";18,5;"predation"
"other pelagics";"benthic carnivores";2;"predation"
"other pelagics";"mesozooplankton";81;"predation"
"other pelagics";"macrozooplankton";14;"predation"
"other pelagics";"gelatinous zooplankton";3;"predation"
"horse mackerel";"benthic carnivores";0,5;"predation"
"horse mackerel";"mesozooplankton";58;"predation"
"horse mackerel";"macrozooplankton";14,3;"predation"
"horse mackerel";"lanternfish";0,2;"predation"
"chub mackerel";"benthic carnivores";2,2;"predation"
"chub mackerel";"mesozooplankton";9;"predation"
"chub mackerel";"macrozooplankton";54,6;"predation"
"chub mackerel";"anchovy";3;"predation"
"chub mackerel";"round herring";1,7;"predation"
"chub mackerel";"lanternfish";29,5;"predation"
"other groundfish";"benthic carnivores";34,3;"predation"
"other groundfish";"mesozooplankton";15,8;"predation"
"other groundfish";"macrozooplankton";9,9;"predation"
"other groundfish";"anchovy";0,1;"predation"
"other groundfish";"round herring";2,5;"predation"
"other groundfish";"lightfish";2,1;"predation"
"other groundfish";"lanternfish";2;"predation"
"other groundfish";"goby";0,1;"predation"
"other groundfish";"other pelagics";2,4;"predation"
"other groundfish";"other groundfish";17,2;"predation"
"other groundfish";"hakes";5,8;"predation"
"other groundfish";"squid";7,9;"predation"
"hakes";"mesozooplankton";11;"predation"
"hakes";"macrozooplankton";11;"predation"
"hakes";"anchovy";11;"predation"
"hakes";"pilchard";6;"predation"
"hakes";"round herring";6;"predation"
"hakes";"lightfish";9;"predation"
"hakes";"lanternfish";12;"predation"
"hakes";"goby";8,5;"predation"
"hakes";"horse mackerel";1;"predation"
"hakes";"chub mackerel";1;"predation"
"hakes";"other groundfish";7;"predation"
"hakes";"hakes";15;"predation"
"hakes";"squid";10;"predation"
"squid";"benthic carnivores";2,2;"predation"
"squid";"macrozooplankton";8,1;"predation"
"squid";"anchovy";30;"predation"
"squid";"pilchard";12;"predation"
"squid";"round herring";10,7;"predation"
"squid";"lightfish";13,9;"predation"
"squid";"goby";21;"predation"
"squid";"horse mackerel";1;"predation"
"squid";"other groundfish";15,6;"predation"
"squid";"hakes";5,3;"predation"
"squid";"squid";1,2;"predation"
"tunas";"benthic carnivores";22;"predation"
"tunas";"anchovy";15;"predation"
"tunas";"pilchard";15;"predation"
"tunas";"round herring";7;"predation"
"tunas";"lightfish";4;"predation"
"tunas";"lanternfish";3;"predation"
"tunas";"goby";15;"predation"
"tunas";"other pelagics";4;"predation"
"tunas";"horse mackerel";5;"predation"
"tunas";"chub mackerel";5;"predation"
"tunas";"hakes";5;"predation"
"tunas";"squid";15;"predation"
"snoek";"benthic carnivores";1,2;"predation"
"snoek";"macrozooplankton";3;"predation"
"snoek";"anchovy";58,6;"predation"
"snoek";"pilchard";4,5;"predation"
"snoek";"round herring";12,6;"predation"
"snoek";"lightfish";2,5;"predation"
"snoek";"lanternfish";2,6;"predation"
"snoek";"goby";31,5;"predation"
"snoek";"horse mackerel";1,4;"predation"
"snoek";"hakes";13,2;"predation"
"snoek";"squid";0,4;"predation"
"kob";"benthic carnivores";8,8;"predation"
"kob";"macrozooplankton";6,8;"predation"
"kob";"anchovy";51;"predation"
"kob";"pilchard";0,6;"predation"
"kob";"goby";25,8;"predation"
"kob";"horse mackerel";3,3;"predation"
"kob";"chub mackerel";1,1;"predation"
"kob";"other groundfish";13,7;"predation"
"kob";"hakes";8,2;"predation"
"kob";"squid";6,1;"predation"
"kob";"kob";0,4;"predation"
"yellowtail";"macrozooplankton";0,5;"predation"
"yellowtail";"anchovy";1,9;"predation"
"yellowtail";"pilchard";29,1;"predation"
"yellowtail";"round herring";4,1;"predation"
"yellowtail";"goby";15,5;"predation"
"yellowtail";"other pelagics";12,1;"predation"
"yellowtail";"horse mackerel";4,1;"predation"
"yellowtail";"chub mackerel";5,9;"predation"
"yellowtail";"other groundfish";13,9;"predation"
"yellowtail";"squid";28,7;"predation"
"geelbek";"benthic carnivores";1,2;"predation"
"geelbek";"anchovy";25;"predation"
"geelbek";"pilchard";25,2;"predation"
"geelbek";"round herring";7,9;"predation"
"geelbek";"goby";25,1;"predation"
"geelbek";"other pelagics";1,9;"predation"
"geelbek";"horse mackerel";20,9;"predation"
"geelbek";"other groundfish";16,6;"predation"
"geelbek";"hakes";0,1;"predation"
"geelbek";"squid";1,2;"predation"
"whales and dolphins";"macrozooplankton";6,6;"predation"
"whales and dolphins";"anchovy";30,1;"predation"
"whales and dolphins";"pilchard";7,4;"predation"
"whales and dolphins";"round herring";1;"predation"
"whales and dolphins";"lanternfish";4,3;"predation"
"whales and dolphins";"goby";18,8;"predation"
"whales and dolphins";"other pelagics";3,2;"predation"
"whales and dolphins";"horse mackerel";26,8;"predation"
"whales and dolphins";"hakes";4,4;"predation"
"whales and dolphins";"squid";16,2;"predation"
"birds";"benthic carnivores";0,6;"predation"
"birds";"mesozooplankton";0,9;"predation"
"birds";"macrozooplankton";9,6;"predation"
"birds";"anchovy";36,4;"predation"
"birds";"pilchard";8,4;"predation"
"birds";"round herring";1,9;"predation"
"birds";"lightfish";4,7;"predation"
"birds";"lanternfish";5,6;"predation"
"birds";"goby";22,4;"predation"
"birds";"other pelagics";5,5;"predation"
"birds";"horse mackerel";0,8;"predation"
"birds";"chub mackerel";0,4;"predation"
"birds";"other groundfish";0,7;"predation"
"birds";"hakes";17,2;"predation"
"birds";"squid";6,5;"predation"
"birds";"snoek";0,2;"predation"
"birds";"birds";0,2;"predation"
"birds";"seals";0,4;"predation"
"seals";"benthic carnivores";9,6;"predation"
"seals";"anchovy";30,1;"predation"
"seals";"pilchard";3,2;"predation"
"seals";"round herring";0,1;"predation"
"seals";"lightfish";0,3;"predation"
"seals";"lanternfish";0,3;"predation"
"seals";"goby";16,6;"predation"
"seals";"other pelagics";0,4;"predation"
"seals";"horse mackerel";18;"predation"
"seals";"chub mackerel";0,6;"predation"
"seals";"other groundfish";4,4;"predation"
"seals";"hakes";6;"predation"
"seals";"squid";15,4;"predation"
"seals";"snoek";10,2;"predation"
"seals";"birds";0,6;"predation"
"seals";"sharks";0,8;"predation"
"sharks";"benthic carnivores";8;"predation"
"sharks";"mesozooplankton";4;"predation"
"sharks";"macrozooplankton";4;"predation"
"sharks";"gelatinous zooplankton";4;"predation"
"sharks";"anchovy";4;"predation"
"sharks";"pilchard";4;"predation"
"sharks";"round herring";4;"predation"
"sharks";"lightfish";4;"predation"
"sharks";"lanternfish";4;"predation"
"sharks";"goby";4;"predation"
"sharks";"other pelagics";4;"predation"
"sharks";"horse mackerel";4;"predation"
"sharks";"chub mackerel";4;"predation"
"sharks";"other groundfish";4;"predation"
"sharks";"hakes";4;"predation"
"sharks";"squid";4;"predation"
"sharks";"tunas";4;"predation"
"sharks";"snoek";4;"predation"
"sharks";"kob";4;"predation"
"sharks";"yellowtail";4;"predation"
"sharks";"geelbek";4;"predation"
"sharks";"whales and dolphins";4;"predation"
"sharks";"birds";4;"predation"
"sharks";"seals";4;"predation"
"sharks";"sharks";4;"predation"
