"original_name";"name_clear"
"Small oligochaetes (principally Enchytraeidae)";"Enchytraeidae"
"Lumbriculus variegatus (Muller)";"Lumbriculus variegatus"
"Procladius sagittalis (Kieffer)";"Procladius sagittalis"
"Corynoneura scutellata Winnertz";"Corynoneura scutellata"
"Chironomus dorsalis Meigen";"Chironomus dorsalis"
"Glyptotendipes pallens (Meigen)";"Glyptotendipes pallens"
"Tanytarsus bruchonius Reiss and Fittkau";"Tanytarsus bruchonius"
"Other Chironomidae";"Chironomidae"
"Detritus";"Detritus"
"Oribatei sp.";"Oribatida"
"Scaphaloberis mucronata (Muller)";"Scaphaloberis mucronata"
"Chydorus latus Sars";"Chydorus latus"
"Acanthocyclops vernalis (Fischer)";"Acanthocyclops vernalis"
"Callicorixa praeusta (Fieber)";"Callicorixa praeusta"
"Corixa dentipes (Thomson)";"Corixa dentipes"
"Corixa punctata (Illinger)";"Corixa punctata"
"Hesperocorixa linnei (Fieber)";"Hesperocorixa linnei"
"Hesperocorixa sahlbergi (Fieber)";"Hesperocorixa sahlbergi"
"Arctocorisa germari (Fieber)";"Arctocorisa germari"
"Sigaria semistraiata (Fieber)";"Sigaria semistraiata"
"Holocentropus picicornis (Stephens)";"Holocentropus picicornis"
"Limnephilus marmoratus Curtis";"Limnephilus marmoratus"
"Enallagma cyathigerum (Charpentier)";"Enallagma cyathigerum"
"Lestes sponsa (Hansemann)";"Lestes sponsa"
"Notonecta glauca L.";"Notonecta glauca"
"Hydroporus erythrocephalus";"Hydroporus erythrocephalus"
"Agabus sturmii (Gyllenhal)";"Agabus sturmii"
"Agabus bipustulatus (L.)";"Agabus bipustulatus"
"Ilybius fuliginosus (Fabricus)";"Ilybius fuliginosus"
"Sialis lutaria (L.)";"Sialis lutaria"
"Argyroneta aquatica (Clerk)";"Argyroneta aquatica"
"Aeshna juncea (L.)";"Aeshna"
"Sympetrum scoticum (Donovan)";"Sympetrum scoticum"
"Dytiscus marginalis L.";"Dytiscus marginalis"
"Polycelis tenuis (Ijima)";"Polycelis tenuis"
