"original_name";"name_clear"
"Protonemura sp.";"Protonemura"
"Baetis rhodani";"Baetis rhodani"
"Ephemerella notata";"Ephemerella notata"
"Simulium spp.";"Simulium"
"other chironomids";"Chironomidae"
"Philopotamus montanus";"Philopotamus montanus"
"Ulothrix sp.";"Ulothrix"
"Rhyacophila obliterata";"Rhyacophila obliterata"
"Leuctra fusciventris";"Leuctra fusciventris"
"L. geniculata";"Leuctra geniculata"
"Ecdyonurus venosus";"Ecdyonurus venosus"
"Dicranota sp.";"Dicranota"
"Cricotopus sp.";"Cricotopus"
"leaf fragments";"Plantae"
"diatoms (unspec.)";"Diatoms"
"other green algae (unspec.)";"Algae"
"detritus";"Detritus"
"Cladophora sp.";"Cladophora"
"Hydropsyche instabilis";"Hydropsyche instabilis"
"Pentaneura sp.";"Pentaneura"
"Microspora sp.";"Microspora"
"Perla carlukiana";"Perla carlukiana"
"Dinocras cephalotes";"Dinocras cephalotes"
"Oreodytes rivalis";"Oreodytes rivalis"
"O. septentrionalis";"Oreodytes septentrionalis"
"Odontocerum albicorne";"Odontocerum albicorne"
"Sericostoma personatum";"Sericostoma personatum"
"Plectrocnemia conspersa";"Plectrocnemia conspersa"
"Siphlonurus lacustris";"Siphlonurus lacustris"
