"name";"bold";"eol";"tsn";"ncbi"
"Dolichopus";"166746";"53057904";"137957";"192427"
"Delia";"77259";"46455973";"37442";"30063"
"Pegomya";"199725";"51976672";"148697";"559697"
"Coccinella transversoguttata";"365777";"46391569";NA;"1790162"
"Lasiomma";"107044";"51978173";"149436";"95464"
"Platycheirus groenlandicus";"388211";"55737770";"139753";"1458292"
"Protophormia terranovae";NA;NA;NA;"34676"
"Sympsitis zetterstedtii";NA;NA;NA;NA
"Salix";"100960";"50912857";"22484";"40685"
"Pedicularis flammea";"257054";"46178243";"504162";"669766"
"Viscaria alpina";"352740";NA;NA;"39927"
"Potentilla rubricaulis";"278941";"52824284";"504589";"654647"
"Saxifraga caespitosa";NA;NA;NA;NA
