"original_name";"name_clear"
"Unidentified sp1 M_PL_045";"Unidentified"
"Nysius groenlandicus";"Nysius groenlandicus"
"Acarina sp1 M_PL_045";"Acarina"
"Unidentified sp2 M_PL_045";"Unidentified"
"Thysanoptera sp1 M_PL_045";"Thysanoptera"
"Unidentified sp3 M_PL_045";"Unidentified"
"Eupeodes curtus";"Eupeodes curtus"
"Dolichopus sp1 M_PL_045";"Dolichopus"
"Spilogona sp1 M_PL_045";"Spilogona"
"Platycheirus hyperboreus";"Platycheirus hyperboreus"
"Platycheirus lundbecki";"Platycheirus lundbecki"
"Delia sp1 M_PL_045";"Delia"
"Pegomya sp1 M_PL_045";"Pegomya"
"Sphaerophoria scripta";"Sphaerophoria scripta"
"Unidentified sp4 M_PL_045";"Unidentified"
"Coccinella transversoguttata";"Coccinella transversoguttata"
"Eupeodes luniger";"Eupeodes luniger"
"Lasiomma sp1 M_PL_045";"Lasiomma"
"Platycheirus groenlandicus";"Platycheirus groenlandicus"
"Protophormia terranovae";"Protophormia terranovae"
"Sympsitis zetterstedtii";"Sympsitis zetterstedtii"
"Unidentified sp5 M_PL_045";"Unidentified"
"Unidentified sp6 M_PL_045";"Unidentified"
"Unidentified sp7 M_PL_045";"Unidentified"
"Unidentified sp8 M_PL_045";"Unidentified"
"Unidentified sp9 M_PL_045";"Unidentified"
"Saxifraga tricuspidata";"Saxifraga tricuspidata"
"Dryas integrifolia";"Dryas integrifolia"
"Ledum palustre";"Ledum palustre"
"Polygonum viviparum";"Polygonum viviparum"
"Silene acaulis";"Silene acaulis"
"Salix sp1 M_PL_045";"Salix"
"Vaccinium uliginosum";"Vaccinium uliginosum"
"Pedicularis flammea";"Pedicularis flammea"
"Epilobium latifolium";"Epilobium latifolium"
"Viscaria alpina";"Viscaria alpina"
"Potentilla rubricaulis";"Potentilla rubricaulis"
"Campanula gieseckiana";"Campanula gieseckiana"
"Rhododendron lapponicum";"Rhododendron lapponicum"
"Saxifraga caespitosa";"Saxifraga caespitosa"
"Cerastium alpinum";"Cerastium alpinum"
"Pyrola grandiflora";"Pyrola grandiflora"
"Cassiope tetragona";"Cassiope tetragona"
