"name";"bold";"eol";"tsn";"ncbi"
"Dead carcasses";NA;NA;NA;NA
"Lerwa lerwa";"113330";"19441872";"175945";"1756204"
"Ochotona ladacensis ";NA;NA;NA;"130836"
"Pseudois nahura";NA;NA;NA;NA
"Bos grunniens";"28104";"14598653";"183840";"30521"
"Machilanus";NA;"8013371";NA;NA
"Gypaetus barbatus";"113005";"10496369";"175483";"33610"
"Pyrrhocorax graculu";NA;NA;"562652";NA
"Mustela altaica";"666138";"17711281";"727191";"92062"
"Canis lupus";"12514";"10496766";"726809";"9612"
"Vulpes vulpes";"16440";"10495357";"726925";"9627"
"Panthera uncia";"741526";"13895858";NA;"29064"
"Chilopoda";"75";"11150717";"154400";"7540"
"Salticidae";"1273";"11155800";"871537";"94017"
