"original_name";"name_clear"
"Phaonia alpicola";"Phaonia alpicola"
"Limnophyes ninae ";"Limnophyes ninae "
"Megaselia diversa ";"Megaselia diversa "
"Megaselia sp1 M_PL_009";"Megaselia"
"Smittia sp1 M_PL_009";"Smittia"
"Megaselia digitalis";"Megaselia digitalis"
"Chloropinae sp1 M_PL_009";"Chloropinae"
"Parapiophila vulgaris";"Parapiophila vulgaris"
"Aclastus sp1 M_PL_009";"Aclastus"
"Micropsectra radialis";"Micropsectra radialis"
"Noctuidae sp1 M_PL_009";"Noctuidae"
"Arpedium sp1 M_PL_009";"Arpedium"
"Mycomya fuscata";"Mycomya fuscata"
"Oliveridia tricornis ";"Oliveridia tricornis "
"Phaonia subfuscinervis";"Phaonia subfuscinervis"
"Podabrus sp1 M_PL_009";"Podabrus"
"Rhamphomyia aethiops";"Rhamphomyia aethiops"
"Rhamphomyia reflexa";"Rhamphomyia reflexa"
"Corynoptera refrigerata";"Corynoptera refrigerata"
"Cotesia sp1 M_PL_009";"Cotesia"
"Empis lucida";"Empis lucida"
"Limnophilus sp1 M_PL_009";"Limnophilus"
"Paradelia sp1 M_PL_009";"Paradelia"
"Pegoplata aestiva";"Pegoplata aestiva"
"Pteromalidae sp1 M_PL_009";"Pteromalidae"
"Urbicola sp1 M_PL_009";"Urbicola"
"Xestommaster sp1 M_PL_009";"Xestommaster"
"Aclastus sp2 M_PL_009";"Aclastus"
"Botanophila bidens";"Botanophila bidens"
"Cidaria sp1 M_PL_009";"Cidaria"
"Egle parva";"Egle parva"
"Egle sp1 M_PL_009";"Egle"
"Limnophyes brachytomus";"Limnophyes brachytomus"
"Limnophyes natalensis";"Limnophyes natalensis"
"Megaselia giraudii";"Megaselia giraudii"
"Megaselia sordida";"Megaselia sordida"
"Micropsectra sp1 M_PL_009";"Micropsectra"
"Orthocentrinae sp1 M_PL_009";"Orthocentrinae"
"Phygadeuon sp1 M_PL_009";"Phygadeuon"
"Rhamphomyia morio";"Rhamphomyia morio"
"Spilagona nitidicauda";"Spilagona nitidicauda"
"Thricops furcatus";"Thricops furcatus"
"Acamptocladius submontanus";"Acamptocladius submontanus"
"Alliopsis glacialis";"Alliopsis glacialis"
"Allophorocera lapponica ";"Allophorocera lapponica "
"Alysiinae sp1 M_PL_009";"Alysiinae"
"Alysiinae sp2 M_PL_009";"Alysiinae"
"Alysiinae sp3 M_PL_009";"Alysiinae"
"Alysiinae sp4 M_PL_009";"Alysiinae"
"Alysiinae sp5 M_PL_009";"Alysiinae"
"Anarta sp1 M_PL_009";"Anarta"
"Anthomyiidae sp1 M_PL_009";"Anthomyiidae"
"Anthomyiidae sp2 M_PL_009";"Anthomyiidae"
"Anthomyiidae sp3 M_PL_009";"Anthomyiidae"
"Bellardia pubicornis";"Bellardia pubicornis"
"Boletina sp1 M_PL_009";"Boletina"
"Bombus alpinus";"Bombus alpinus"
"Bombus hyperboreus";"Bombus hyperboreus"
"Bradysia giraudi";"Bradysia giraudi"
"Bradysia sp1 M_PL_009";"Bradysia"
"Bradysia sp2 M_PL_009";"Bradysia"
"Bradysia sp3 M_PL_009";"Bradysia"
"Chamaepsila morio";"Chamaepsila morio"
"Coenosia atritibia";"Coenosia atritibia"
"Coenosia octopunctata";"Coenosia octopunctata"
"Corynoneura scutellata";"Corynoneura scutellata"
"Corynoptera sp1 M_PL_009";"Corynoptera"
"Corynoptera sp2 M_PL_009";"Corynoptera"
"Dasineura sp1 M_PL_009";"Dasineura"
"Delia piliventris";"Delia piliventris"
"Dolichopus plumipes";"Dolichopus plumipes"
"Egle minuta";"Egle minuta"
"Fannia mollissima";"Fannia mollissima"
"Gimnomera dorsala";"Gimnomera dorsala"
"Heterotrissocladius subpilosus";"Heterotrissocladius subpilosus"
"Ichneumonidae sp1 M_PL_009";"Ichneumonidae"
"Ichneumonidae sp2 M_PL_009";"Ichneumonidae"
"Ichneumonidae sp3 M_PL_009";"Ichneumonidae"
"Ichneumonidae sp4 M_PL_009";"Ichneumonidae"
"Limnophyes schnelli ";"Limnophyes schnelli "
"Lycoriella curvispina ";"Lycoriella curvispina "
"Lycoriella freyi";"Lycoriella freyi"
"Lycoriella sp1 M_PL_009";"Lycoriella"
"Lycoriella sp2 M_PL_009";"Lycoriella"
"Megaselia cirriventris";"Megaselia cirriventris"
"Megaselia coei ";"Megaselia coei "
"Megaselia groenlandica ";"Megaselia groenlandica "
"Megaselia pleuralis";"Megaselia pleuralis"
"Micropsectra sp2 M_PL_009";"Micropsectra"
"Pegomya haemorrhoum";"Pegomya haemorrhoum"
"Pegomya sp1 M_PL_009";"Pegomya"
"Phaonia lugubris";"Phaonia lugubris"
"Phyllolabis macroura";"Phyllolabis macroura"
"Phytomyza aquilonia";"Phytomyza aquilonia"
"Platygaster sp1 M_PL_009";"Platygaster"
"Platypalpus nigritarsis";"Platypalpus nigritarsis"
"Porizontini sp1 M_PL_009";"Porizontini"
"Pseudosmittia oxoniana ";"Pseudosmittia oxoniana "
"Pteromalidae sp2 M_PL_009";"Pteromalidae"
"Rhamphomyia obscuripennis";"Rhamphomyia obscuripennis"
"Rhaphium crassipes";"Rhaphium crassipes"
"Smittia betuletorum ";"Smittia betuletorum "
"Smittia cf. aterrima";"Smittia cf. aterrima"
"Smittia sp2 M_PL_009";"Smittia"
"Spilogona alpica";"Spilogona alpica"
"Spilogona megastoma";"Spilogona megastoma"
"Spilogona triangulifera";"Spilogona triangulifera"
"Stenomacrus sp1 M_PL_009";"Stenomacrus"
"Tetrastichinae sp1 M_PL_009";"Tetrastichinae"
"Thricops cunctans";"Thricops cunctans"
"Thricops hirtulus";"Thricops hirtulus"
"Thricops nigritellus";"Thricops nigritellus"
"Thricops rostratus";"Thricops rostratus"
"Trichosia truncata ";"Trichosia truncata "
"Zaphne barbiventris";"Zaphne barbiventris"
"Zaphne frontata";"Zaphne frontata"
"Zaphne sp1 M_PL_009";"Zaphne"
"Zaphne sp2 M_PL_009";"Zaphne"
"Dryas octopetala";"Dryas octopetala"
"Potentilla crantzii";"Potentilla crantzii"
"Silene acaulis";"Silene acaulis"
"Cerastium alpinum";"Cerastium alpinum"
"Polygonum viviparum";"Polygonum viviparum"
"Saxifraga oppositifolia";"Saxifraga oppositifolia"
"Trollius europaeus";"Trollius europaeus"
"Pinguicula alpina";"Pinguicula alpina"
"Rhodiola rosea";"Rhodiola rosea"
"Rhododendron lapponicum";"Rhododendron lapponicum"
"Diapensia lapponica";"Diapensia lapponica"
"Saxifraga aizoides";"Saxifraga aizoides"
"Parnassia palustris";"Parnassia palustris"
"Arabis alpina";"Arabis alpina"
"Viola biflora";"Viola biflora"
"Taraxacum officinale";"Taraxacum officinale"
"Salix reticulata";"Salix reticulata"
"Cassiope hypnoides";"Cassiope hypnoides"
"Salix lanata";"Salix lanata"
"Antennaria alpina";"Antennaria alpina"
"Cassiope tetragona";"Cassiope tetragona"
"Salix polaris";"Salix polaris"
"Astragalus alpinus";"Astragalus alpinus"
"Bartsia alpina";"Bartsia alpina"
