"name";"bold";"eol";"tsn";"ncbi"
"Delia piliventris";NA;"51977482";NA;NA
"Dolichopus plumipes";"168296";"53227663";"138204";"310622"
"Egle minuta";"510529";"51978046";"149524";NA
"Fannia mollissima";"483279";"51920629";"151427";NA
"Gimnomera dorsala";NA;NA;NA;NA
"Limnophyes schnelli ";NA;"51874588";NA;"1692398"
"Lycoriella curvispina ";NA;NA;NA;NA
"Lycoriella freyi";"704236";"51928660";NA;NA
"Lycoriella";"449266";"51928664";"122860";"170626"
"Megaselia cirriventris";"479136";"51951402";"139279";"1790184"
"Megaselia coei ";NA;"51950209";NA;NA
"Megaselia groenlandica ";NA;"51951411";NA;"1763939"
"Megaselia pleuralis";"704662";"51951420";"139441";"1888000"
"Pegomya haemorrhoum";NA;"55747802";"148762";NA
"Phaonia lugubris";"499425";"51938520";"150544";"1834588"
"Phyllolabis macroura";"447223";"51892245";NA;NA
"Phytomyza aquilonia";"493644";"51979359";"144217";"1790196"
"Platygaster";"106637";"52678311";"154148";"318579"
"Platypalpus nigritarsis";"467505";"51924135";NA;"1446213"
"Porizontini";NA;NA;NA;NA
"Pseudosmittia oxoniana ";NA;"51875015";NA;NA
"Rhamphomyia obscuripennis";"483417";"51915751";NA;NA
"Rhaphium crassipes";"166742";"55736066";"137524";"377564"
"Smittia betuletorum ";NA;"51873991";NA;NA
"Smittia cf. aterrima";NA;"60976322";NA;NA
"Spilogona alpica";"479103";"51941649";"150825";"1763957"
"Spilogona megastoma";"365796";"55748885";"150936";"1749370"
"Spilogona triangulifera";NA;"51941716";"151052";NA
"Tetrastichinae";"51254";"51191644";NA;"150276"
"Thricops cunctans";"199710";"51942174";NA;"253984"
"Thricops hirtulus";"228510";"51942158";"150202";"253988"
"Thricops nigritellus";"199708";"51942180";NA;"253993"
"Thricops rostratus";NA;"51942181";NA;NA
"Trichosia truncata ";NA;NA;NA;NA
"Zaphne barbiventris";"511989";"55748197";"149574";"1828801"
"Zaphne frontata";"365785";"51977668";"149593";"1763962"
"Zaphne";"168880";"51977689";"149574";"392058"
"Dryas octopetala";"257029";"57280499";NA;"57948"
"Potentilla crantzii";"263399";"50921595";"519540";"667241"
"Trollius europaeus";"292095";"50857411";"18805";"212754"
"Pinguicula alpina";"444719";"52898817";NA;"192263"
"Rhodiola rosea";"263429";"57220376";"520045";"203015"
"Diapensia lapponica";"351827";"61356849";"23792";"13487"
"Saxifraga aizoides";"257133";"52808160";"24250";"102714"
"Parnassia palustris";"156338";"57292816";"24206";"38862"
"Arabis alpina";"263409";"46213681";"22674";"50452"
"Viola biflora";"439416";"61402915";NA;"214529"
"Salix reticulata";"126336";"50912784";"22489";"75717"
"Cassiope hypnoides";NA;NA;NA;"49146"
"Salix lanata";"254567";"46212387";"22483";"218388"
"Antennaria alpina";"482551";"50878756";"36719";"669621"
"Salix polaris";"126370";"57270113";"22487";"395315"
"Bartsia alpina";"257091";"46178433";"192972";"46052"
