"name";"bold";"eol";"tsn";"ncbi"
"Phaonia alpicola";"287566";"46456324";"150483";"1291916"
"Limnophyes ninae ";NA;"55727303";NA;"611522"
"Megaselia diversa ";NA;"51950737";NA;"1887999"
"Megaselia";"365800";"51152304";"139196";"36165"
"Megaselia digitalis";NA;"51950732";NA;"4163"
"Chloropinae";"237207";"51153417";"148027";"333799"
"Parapiophila vulgaris";"391641";"51156835";NA;"1073109"
"Aclastus";"449179";"52242116";NA;"273999"
"Micropsectra radialis";"56496";"51873253";NA;"290151"
"Noctuidae";"561";"51219526";"117318";"7100"
"Arpedium";"460544";"60974346";NA;"1542210"
"Mycomya fuscata";"710168";"55723034";"122424";"1891813"
"Oliveridia tricornis ";NA;"51877894";NA;"611560"
"Phaonia subfuscinervis";"258524";"46456397";"150594";"1291928"
"Podabrus";"309916";"55675676";"834333";"186072"
"Rhamphomyia aethiops";"483655";"51915678";NA;NA
"Rhamphomyia reflexa";NA;"51915606";NA;NA
"Corynoptera refrigerata";NA;NA;NA;NA
"Cotesia";"7619";"51169504";NA;"32390"
"Empis lucida";"456994";"51917033";NA;"1913476"
"Limnophilus";NA;"51381006";"964879";NA
"Paradelia";"365781";"46455670";"149098";"1692477"
"Pegoplata aestiva";"199724";"46455642";NA;"559700"
"Pteromalidae";"125219";"51188892";"153974";"7423"
"Urbicola";NA;"46366254";NA;NA
"Xestommaster";NA;NA;NA;NA
"Botanophila bidens";NA;"51977126";"149295";"42336"
"Cidaria";"97656";"52343160";NA;"934926"
"Egle parva";"510530";"51978047";"149528";"411077"
"Egle";"263511";"51978030";"7671";"411076"
"Limnophyes brachytomus";"68657";"61806427";NA;"1590078"
"Limnophyes natalensis";"68658";"51874615";NA;"879757"
"Megaselia giraudii";"704647";"46445234";"139341";"686600"
"Megaselia sordida";"767293";"51951354";"139493";"2082400"
"Orthocentrinae";"87360";"51178109";NA;"65177"
"Phygadeuon";"92586";"52235506";"153393";"151710"
"Rhamphomyia morio";"483659";"51915588";NA;NA
"Spilagona nitidicauda";NA;NA;NA;NA
"Thricops furcatus";NA;"51942157";"150199";"253986"
"Acamptocladius submontanus";"371362";"51877880";NA;NA
"Alliopsis glacialis";NA;"51977736";"149162";NA
"Allophorocera lapponica ";NA;"52002890";NA;"1918029"
"Alysiinae";"79764";"51171885";NA;"65216"
"Anarta";"7174";"46426222";"937127";"685401"
"Anthomyiidae";"27987";"61807335";"148685";"30062"
"Bellardia pubicornis";NA;NA;NA;NA
"Boletina";"168481";"51146555";"122196";"397111"
"Bombus alpinus";"160017";"52193922";"714857";"309942"
"Bombus hyperboreus";"21453";"52193881";"714811";"85662"
"Bradysia giraudi";NA;"51929545";NA;NA
"Chamaepsila morio";"467384";NA;NA;NA
"Coenosia atritibia";"228545";"55748984";"151133";"1291765"
"Coenosia octopunctata";"228483";"46456749";"151201";"1291774"
"Corynoptera";"521294";"51146381";"122836";"1260849"
"Dasineura";"81649";"51146598";"123815";"240745"
