"name";"bold";"eol";"tsn";"ncbi"
"Caenis rivulorum";"514561";"13340989";NA;"2014013"
"Perla cephalotes";NA;NA;NA;NA
"Chloroperla grammatica";NA;NA;NA;NA
"Agapetus fuscipes";"128579";"13470572";"605990";"1271715"
"Crunoecia irrorata";"133508";"13474798";"605174";"1876254"
"Tinodes waeneri";"32197";"13342158";"601421";"177916"
"Hydroptila";"95635";"11962711";"115646";"599788"
"Simulium reptans";"165722";"13364520";NA;"61066"
"Nais";"30671";"21560568";"68862";"74730"
"Limnaea peregra";NA;NA;NA;NA
"Helmis";NA;"6831634";"56347";NA
"Baetis binoculatus";NA;NA;NA;NA
"Baetis pumilus";NA;"15641226";NA;NA
"Rhithrogena semicolorata";"309889";"14526372";NA;"1351858"
"Orthocladiariae";NA;NA;NA;NA
"Tanypodinae";"56452";"31289168";"127994";"43810"
"Spermatophyta";NA;"22246226";NA;"58024"
"Lutrinae";"3987";"24915031";"552326";"169417"
"Chiroptera";"329";"10511831";"179985";"9397"
"Heptagenia sulphurea";"309880";"13337254";NA;"446444"
"Perlodes mortoni";"511284";"32655575";NA;"1554534"
"Leuctra hippopus";"184546";"13503586";NA;"143736"
"Leuctra klapaleki";NA;NA;NA;NA
"Halesus auricollis";NA;"32628742";NA;NA
"Glossosoma vernale";NA;NA;NA;NA
"Psychomyia pusilla";"107347";"13121670";"115348";"177921"
"Herpobdella atomaria";NA;NA;NA;NA
"Helobdella stagnalis";"26096";"12483488";"69398";"34588"
"Glossosiphonia complanata";NA;NA;NA;NA
"Ancylus fluviatilis";"29499";"12363141";"76581";"153587"
