"name";"bold";"eol";"tsn";"ncbi"
"Amphissa columbiana";"277371";"12097079";"73535";"1421183"
"Columbella";"600172";"11299096";"73710";"1665551"
"Pachygrapsus";"84097";"31505408";"199983";"72630"
"Halosydna";"100805";"12294822";"64493";"328595"
"Cirolana";"4854";"11092115";"92234";"123761"
"Pachycheles";"84189";"11092822";"98075";"123861"
"Hemigrapsus";"5543";"11340692";"660780";"40175"
"Pugettia";"72583";"12854792";"98439";"27407"
"Petrolisthes";"5535";"11091644";"98063";"84661"
"Cribrina";NA;"12269417";"611476";NA
