"original_name";"name_clear"
"Phytoplankton";"Phytoplankton"
"Suspended detritus";"Detritus"
"Encrusting and mat-forming algae";"Algae"
"Detritus";"Detritus"
"Seaweeds";"Algae"
"Zooplankton";"Zooplankton"
"Littorina";"Littorina"
"Tegula";"Tegula"
"Balanus";"Balanus"
"Acmaea";"Acmaea"
"Amphissa";"Amphissa columbiana"
"Columbella";"Columbella"
"Pagurus";"Pagurus"
"Pachygrapsus";"Pachygrapsus"
"Halosydna";"Halosydna"
"Cirolana";"Cirolana"
"Pachycheles";"Pachycheles"
"Hemigrapsus";"Hemigrapsus"
"Pugettia";"Pugettia"
"Petrolisthes";"Petrolisthes"
"Crepidula";"Crepidula"
"Spirorbis";"Spirorbis"
"Acanthina";"Acanthina"
"Leptasterias";"Leptasterias"
"Cribina";"Cribrina"
"Fishes";"Pisces"
