"Ruzicka, J.J., Brodeur, R.D., Emmett, R.L., Steele, J.H., Zamon, J.E., Morgan, C.A., Thomas, A.C., and Wainwright, T.C. (2012). Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish. Progress in Oceanography. 102, pp. 19-41.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Californian Current food web - 2004,MZ: micro-zooplankton,"Z1ai: copepods (large, >= 0.025mg C)","Z1aii: copepods (small, < 0.025mg C)",Z1b: small invertebrate larvae,Z1d: pteropods,Z2a: pelagic amphipods,"Z2b: pelagic shrimp (Sergestidae, Panaeidae)",Z2c: other macro-zooplankton ,Z2e: small jellyfish ,Z2f: large jellyfish ,Z3a: E. pacifica (adult & juveniles) ,Z3b: T. spinifera (adult & juveniles) ,C: cephalopod aggregate,PlnkF1a: smelt aggregate,PlnkF1b: shad,PlnkF1c: sardine,PlnkF1d: herring,PlnkF1e: anchovy,PlnkF1f: saury,PlnkF2a: coho yearling,PlnkF2bi: Chinook subyearling,PlnkF2bii: Chinook yearling,PlnkF2c: other juvenile salmon,PlnkF3: mesopelagic fish aggregate,PlnkF4: planktivorous rockfish,PiscF1a: coho,PiscF1b: Chinook,PiscF1c: other salmon aggregate,PiscF2: shark aggregate,PiscF3a: jack mackerel,PiscF3b: Pacific mackerel,PiscF4: piscivorous rockfish,PiscF5: dogfish aggregate,PiscF6: hake,PiscF7: sablefish,"PiscF8: Hexagrammidae (lingcod, greenling)",PiscF9: flatfish (water-column feeders),BnthF1: skates & rays,BnthF2: misc. small benthic fishes,BnthF3: benthivorous rockfish,"BnthF4: Gadidae (cod, haddock, pollock)",BnthF5: flatfish (benthic feeders),BnthF6: flatfish (small),BnthF7: grenadier,JuvF1: juvenile rockfish,JuvF2: juvenile fish (other),DepB1: infauna,DepB2a: Pandalus spp.,DepB2b: other epibenthic shrimp (Caridea),DepB3: mysids,DepB4: echinoderms,"DepB5: benthic amphipods, isopods, and cumaceans",SspB2: bivalves,SspB3: misc. epifauna (suspension feeders),CrnB1: Dungeness crab,CrnB2: Tanner crab,CrnB3: misc. epifauna (carnivorous),SB1: sooty shearwaters,SB2: common murre,SB3: gulls & terns,SB4: alcids,SB5: large pelagic seabirds,SB6: other pelagic seabirds,SB7: coastal seabirds (divers),SB8: storm-petrels,PlnkMM1: gray whales,PlnkMM2: baleen whales,PiscMM1: small pinnipeds,PiscMM2: large pinnipeds,PiscMM4: toothed whales
SB1: sooty shearwaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB2: common murre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003222298,0,0,0,0,0,0,0,0,0,0
SB3: gulls & terns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149939,0,0,0,0,0,0,0,0,0,0
SB4: alcids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140909,0,0,0,0,0,0,0,0,0,0
SB5: large pelagic seabirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB6: other pelagic seabirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB7: coastal seabirds (divers),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134921,0,0,0,0,0,0,0,0,0,0
SB8: storm-petrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48176E-06,0,0,0,0,0,0,0,0,0,0
PlnkMM1: gray whales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlnkMM2: baleen whales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiscMM1: small pinnipeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiscMM2: large pinnipeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiscMM4: toothed whales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z1c: invertebrate eggs,0,0,0,0,0,0.02066867,0.0102507,0.0101238,0.01,0.199726,0.02,0.02,0,0.001134333,0,0.009057205,0.001,0.005671667,0.02171435,0,0,0,0.001129277,0,0,0,0,0,0,0.001007958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01049726,0.0103261,0,0.005,0,0.009997909,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z2d: fish eggs,0,0,0,0,0,0.005167166,0.0102507,0.0101238,0,0.03534974,0.005,0.005,0,0,0,0.001006356,0.004,0.01134333,0.05428587,0,0,0,0.09485925,0,0,0,0,0,0,0.001007958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103261,0,0.005,0,0.004998955,0,0,0,0,0,0,0,0,0,0,0,0.005021761,0,0,0.05205487,0.001,0,0,0,0
D1: pelagic detritus,0.6,0,0,0,0.02,0.01033433,0,0.0101238,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2: fishery offal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.04323919,0,0,0,0,0,0.01536389,0.001003963,0.001008742,0,0,0,0,0,0,0,0.001,0.001,0,0,0.05,0.09,0.005,0.005,0,0.1,0,0.1004352,0.005,0.01,0,0,0,0,0,0
D3: benthic detritus,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108098,0,0.005,0,0.02,0,0.01536389,0.005019816,0.01008742,0.15,0,0,1,0.25,0.3,0.2499477,0.849,0.999,0.9,0.88,0.01,0.05,0.33,0,0,0.05,0,0.002008704,0,0,0,0,0,0,0,0
Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.1,0,0,0,0,0,0
Sum,1,1,1,1,1,0.9999325,1.000037,1.000158,0.9999999,0.9999999,1,1,0.9999999,1.00006,1,0.9999646,1,1.000035,1.000013,1,1,0.9999995,0.999989,1.000039,1.000124,0.9999077,1.000038,0.9999785,0.999827,0.9999832,1.000047,0.9999841,0.9999909,0.9999525,0.9999832,0.9999423,0.9999655,0.9999999,1,0.9998256,1.000053,0.9999888,0.9999282,1,1.00015,0.9999665,1,0.9999999,1,1.000053,1,1,1,1,1,1,1,0.9999999,1,1,1.000026,0.9999912,0.9999999,1,0.9999183,1,1,0.9999999,0.999986,0.9999999
(1 - Sum),0,0,0,0,-1.19209E-07,6.75321E-05,-3.71933E-05,-0.000158191,5.96046E-08,5.96046E-08,0,0,5.96046E-08,-5.98431E-05,0,3.54052E-05,0,-3.45707E-05,-1.29938E-05,0,0,4.76837E-07,1.10269E-05,-3.93391E-05,-0.000123978,9.2268E-05,-3.75509E-05,2.14577E-05,0.000173032,1.68085E-05,-4.69685E-05,1.59144E-05,9.11951E-06,4.75049E-05,1.68085E-05,5.76973E-05,3.44515E-05,1.19209E-07,0,0.000174403,-5.26905E-05,1.12057E-05,7.18236E-05,0,-0.000149846,3.34978E-05,0,5.96046E-08,0,-5.29289E-05,0,0,0,0,0,0,0,5.96046E-08,0,0,-2.59876E-05,8.76188E-06,5.96046E-08,0,8.16584E-05,0,0,1.19209E-07,1.40071E-05,5.96046E-08
