"sp_taxon_1";"sp_taxon_2";"value";"type"
"copepods";"epontic microalgae";"1";"predation"
"Orchomonopsis";"epontic microalgae";"1";"predation"
"bottom notothenids";"epontic microalgae";"1";"predation"
"fry of Trematomus";"epontic microalgae";"1";"predation"
"bottom notothenids";"copepods";"1";"predation"
"bottom notothenids";"Orchomonopsis";"1";"predation"
"fry of Trematomus";"copepods";"1";"predation"
"fry of Trematomus";"Orchomonopsis";"1";"predation"
"bottom notothenids";"phytoplankton filter feeders";"1";"predation"
"fry of Trematomus";"phytoplankton filter feeders";"1";"predation"
"phytoplankton filter feeders";"planktonic microalgae";"1";"herbivory"
"Euphasia superba";"planktonic microalgae";"1";"predation"
"E. crystallorophias";"planktonic microalgae";"1";"predation"
"benthic filter feeding invertebrates";"planktonic microalgae";"1";"predation"
"benthic filter feeding invertebrates";"detritus";"1";"predation"
"benthic filter feeding invertebrates";"phytoplankton filter feeders";"1";"predation"
"Trematomus borchgrevinki";"copepods";"1";"predation"
"Trematomus borchgrevinki";"Orchomonopsis";"1";"predation"
"Pleurogramma antarctica";"copepods";"1";"predation"
"Pleurogramma antarctica";"Orchomonopsis";"1";"predation"
"Trematomus borchgrevinki";"Euphasia superba";"1";"predation"
"Trematomus borchgrevinki";"E. crystallorophias";"1";"predation"
"Pleurogramma antarctica";"Euphasia superba";"1";"predation"
"Pleurogramma antarctica";"E. crystallorophias";"1";"predation"
"predatory planktonic invertebrates";"bottom notothenids";"1";"predation"
"predatory planktonic invertebrates";"fry of Trematomus";"1";"predation"
"predatory planktonic invertebrates";"phytoplankton filter feeders";"1";"predation"
"predatory cephalopods";"phytoplankton filter feeders";"1";"predation"
"predatory cephalopods";"Euphasia superba";"1";"predation"
"predatory cephalopods";"E. crystallorophias";"1";"predation"
"predatory cephalopods";"predatory planktonic invertebrates";"1";"predation"
"whales";"Euphasia superba";"1";"predation"
"whales";"E. crystallorophias";"1";"predation"
"crabeater seals";"Euphasia superba";"1";"predation"
"crabeater seals";"E. crystallorophias";"1";"predation"
"penguins";"Euphasia superba";"1";"predation"
"penguins";"E. crystallorophias";"1";"predation"
"petrels";"Euphasia superba";"1";"predation"
"petrels";"E. crystallorophias";"1";"predation"
"pycnogonids";"benthic filter feeding invertebrates";"1";"predation"
"polychaetes";"benthic filter feeding invertebrates";"1";"predation"
"Glyptonotus";"benthic filter feeding invertebrates";"1";"predation"
"Lineus";"benthic filter feeding invertebrates";"1";"predation"
"Odonaster";"benthic filter feeding invertebrates";"1";"predation"
"predatory fishes";"Trematomus borchgrevinki";"1";"predation"
"predatory fishes";"Pleurogramma antarctica";"1";"predation"
"Weddel seals";"Euphasia superba";"1";"predation"
"Weddel seals";"E. crystallorophias";"1";"predation"
"Weddel seals";"Trematomus borchgrevinki";"1";"predation"
"Weddel seals";"Pleurogramma antarctica";"1";"predation"
"Weddel seals";"predatory fishes";"1";"predation"
"toothed whales";"predatory cephalopods";"1";"predation"
"toothed whales";"penguins";"1";"predation"
"toothed whales";"petrels";"1";"predation"
"leopard seals";"Euphasia superba";"1";"predation"
"leopard seals";"E. crystallorophias";"1";"predation"
"leopard seals";"penguins";"1";"predation"
"leopard seals";"petrels";"1";"predation"
"leopard seals";"predatory fishes";"1";"predation"
"predatory benthic fishes";"benthic filter feeding invertebrates";"1";"predation"
"predatory benthic fishes";"pycnogonids";"1";"predation"
"predatory benthic fishes";"polychaetes";"1";"predation"
"predatory benthic fishes";"Glyptonotus";"1";"predation"
"predatory benthic fishes";"Lineus";"1";"predation"
"predatory benthic fishes";"Odonaster";"1";"predation"
