"name";"bold";"eol";"tsn";"ncbi"
"Orchomonopsis";NA;NA;NA;NA
"Bottom notothenids";NA;NA;NA;NA
"Fry";NA;NA;14247;NA
"Phytoplankton filter feeders";NA;NA;NA;NA
"Euphasia superba";NA;NA;660856;NA
"Euphasia crystallorophias";NA;NA;NA;NA
"Benthic filter feeding invertebrates";NA;NA;NA;NA
"Trematomus borchgrevinki";781523;NA;NA;8213
"Pleurogramma antarctica";NA;NA;NA;NA
"Predatory planktonic invertebrates";NA;NA;NA;NA
"Cephalopoda";24;8148342;82326;6605
"Whales";NA;NA;180458;9721
"Crabeater seals";NA;NA;NA;NA
"Penguins";NA;NA;NA;9231
"Petrels";NA;NA;174649;NA
"Pycnogonids";NA;NA;NA;NA
"Polychaetes";NA;6078357;NA;6341
"Glyptonotus";195713;5917216;NA;104129
"Lineus";25882;12190334;57464;6223
"Odonaster";NA;NA;NA;NA
"Planktonic microalgae";NA;NA;NA;NA
