"name";"bold";"eol";"tsn";"ncbi"
"Carrion";NA;NA;"505254";NA
"Anthriscus sylvestris";"288586";"10666067";"29588";"48027"
"Carum carvi";"281574";"10666617";"29610";"48032"
"Heracleum sphondylium";"288860";"11811187";"29671";"40919"
"Pimpinella major";"459617";"11779043";"29823";"1000425"
"Bellis perennis";"288617";"11345047";"36826";"41492"
"Centaurea jacea";"121503";"11753685";"36962";"351340"
"Cirsium oleraceum";"459536";"12210009";NA;"297476"
"Crepis biennis";"288719";"12198272";"37180";"122532"
"Leontodon autumnalis";"297916";"31639427";"37883";"212686"
"Leontodon hispidus";"288919";"11145090";"37885";"58660"
"Leucanthemum vulgare";"121266";"11327411";"37903";"99072"
"Tragopogon pratensis";"124539";"11980530";"38569";"41653"
"Campanula patula";"288648";"11752678";"34490";"440359"
"Cardamine pratensis";"257109";"11752812";"22773";"50465"
"Rumex acetosa";"345240";"11144372";"504901";"41241"
"Knautia arvensis";"288900";"11768491";"35408";"105271"
"Primula veris";"345203";"11781068";"24035";"170927"
"Lathyrus pratensis";"288912";"11356490";"25874";"254779"
"Medicago lupulina";"121240";"10654174";"503721";"47085"
"Medicago";"121239";"10653973";"503720";"3877"
"Onobrychis viciifolia";"482757";"11149142";"26810";"3882"
"Trifolium campestre";"345243";"10517663";"26231";"97015"
"Trifolium dubium";"292081";"11789791";"26205";"97021"
"Trifolium fragiferum";"292082";"11148106";"26251";"97023"
"Vicia cracca";"121321";"11144605";"26335";"3905"
"Galium album";"437563";"13055791";"502708";"29787"
"Geranium pratense";"288837";"11145935";"29114";"487788"
"Ajuga reptans";"345206";"11745457";"32454";"38596"
"Glechoma hederacea";"121313";"11764653";"502801";"28509"
"Plantago media";"292179";"11779518";"32888";"101992"
"Veronica chamaedrys";"345241";"11790954";"33414";"165330"
"Ranunculus acris";"121284";"11144373";"18583";"3447"
"Ranunculus repens";"125749";"11144227";"18642";"137665"
"Luzula campestris";"291806";"11771495";"503590";"218141"
"Alopecurus pratensis";"121097";"11353538";"40438";"15304"
"Anthoxanthum odoratum";"120974";"11144374";"41395";"29661"
"Arrhenatherum elatius";"122410";"11327383";"797302";"52139"
"Avenula pubescens";"454715";"31682686";"509393";"87471"
"Bromus erectus";"434394";"11188423";"40483";"29666"
"Bromus hordeaceus";"120984";"11305232";"797311";"52147"
"Cynosurus cristatus";"122398";"11757562";"41624";"211939"
"Dactylis glomerata";"121065";"10517665";"193446";"4509"
"Festuca pratensis";"288801";"11145574";NA;"4608"
"Festuca rubra";"121017";"11144308";"524073";"52153"
"Holcus lanatus";"120979";"11305256";"41773";"29679"
"Phleum pratense";"121043";"10667505";"41062";"15957"
"Poa trivialis";"122454";"10666761";"41163";"89684"
"Trisetum flavescens";"292093";"11789842";"41304";"87477"
"Litter";NA;NA;"80138";NA
"Moss";NA;NA;"15753";NA
"Armadillidium vulgare";"9668";"12094906";"93250";"13347"
"Oniscus asellus";"251434";"12362099";"206379";"96861"
"Lepidoniscus hypnorum";NA;NA;NA;NA
"Philoscia muscorum";"251436";"12368146";"597939";"115148"
"Porcellio scaber";"106458";"11990810";"598010";"64697"
"Trachelipus rathkii";"376085";"13051608";"684736";"1720764"
"Stenobothrus lineatus";"105564";"13466953";NA;"355390"
"Tetrix subulata";"208618";"12166171";"658916";"288127"
"Tetrix tenuicornis";"261074";"14292693";NA;"215059"
"Himacerus major";"375231";"13060941";NA;"403902"
"Himacerus mirmicoides";"380442";"12410650";NA;"347979"
"Nabis ";NA;"13350906";"107121";"58007"
"Nabis brevis";"380435";"14771360";NA;"347967"
"Nabis ferus";"365864";"13350906";"107116";"347965"
"Nabis pseudoferus";"365856";"14284123";NA;"1545376"
"Piezodorus lituratus";"169662";"13054423";"108950";"305495"
"Rhyparochromus pini";"375417";"14288064";NA;"1511251"
"Rhyparochromus vulgaris";"380448";"13618867";"718480";"537469"
"Trogulus closanicus";"361443";"17011228";NA;"591963"
"Coelotes terrestris";"83004";"14769475";"876993";"94022"
"Larinioides cornutus";"9053";"12379437";"859034";"336591"
"Haplodrassus signifer";"235584";"13351194";"185733";"1107785"
"Zelotes latreillei";"286963";"13348178";"892739";"1872022"
"Alopecosa cuneata";"24302";"14285826";"850332";"75002"
"Alopecosa pulverulenta";"256981";"13120542";"850413";"75003"
"Arctosa lutetiana";"496231";"15585834";"851967";NA
"Pardosa agrestis";"235626";"13361118";"864202";"75012"
"Pardosa amentata";"320466";"13344750";"864219";"75001"
"Trochosa ruricola";"75149";"13041804";"869688";"330967"
"Trochosa terricola";"16593";"13039175";"869700";"74993"
"Pisaura mirabilis";"256983";"13043049";"887208";"1155755"
"Phlegra fasciata";"235632";"13051378";"886931";"243484"
"Tetragnatha extensa";"87861";"12373117";"871440";"1107736"
"Hyloniscus riparius";"376075";"15267104";"597883";"115155"
"Bathysolen nubilis";NA;NA;NA;NA
"Drymus ryei";NA;NA;NA;NA
"Drymus sylvaticus";"350302";"13349597";NA;"1545308"
"Megalonotus chiragra";"380496";"15585906";NA;"1545159"
"Megalonotus emarginatus";NA;"32250132";NA;NA
"Metopoplax origani";"477671";"32811283";NA;NA
"Peritrechus geniculatus";"380452";"13355317";NA;"1545198"
"Peritrechus nubilus";"380469";"14779146";NA;NA
"Sphragisticus nebulosus";"198275";"14289672";"108030";"881795"
"Stygnocoris rusticus";"198242";"14285687";"108188";"881797"
"Charagochilus gyllenhallii";NA;NA;NA;NA
"Chlamydatus pullus";"365877";"14293798";"106402";"1199003"
"Chlamydatus saltitans";"373975";"14773373";"718534";"1545095"
"Tytthus ygmaeus";NA;NA;NA;NA
"Podops inuncta";NA;"11165062";NA;NA
"Scolopostethus affinis";"371696";"14293887";NA;"1545245"
"Acalypta carinata";"373976";"13358397";"104181";"1545065"
"Acalypta marginata";"407708";"15370280";"1001287";"1545067"
"Acalypta nigrina";"407702";"15365782";"1001291";"1545069"
"Catoplatus fabricii";"413846";"15316358";"1001539";"1545089"
"Kalama tricornis";"373946";"32227545";"1001243";"1400105"
"Nemastoma dentigerum";"361433";"15595392";NA;"1907021"
"Nemastoma lugubre";"361434";"15584230";NA;"673230"
"Oligolophus tridens";"361459";"13350397";"1014098";"708402"
"Rilaena triangularis";"361454";"21021047";"1014122";"475616"
"Nelima sempronii";"361465";NA;NA;NA
"Agalenatea redii";"178354";"13052757";"850056";"1226120"
"Mangora acalypha";"256996";"13050737";"860272";"1871972"
"Singa hamata";"327612";"14603275";"867005";"1926227"
"Clubiona brevipes";"384328";"14775278";"876365";"1906976"
"Clubiona reclusa";"385687";"13473365";"876661";"1871940"
"Argenna subnigra";NA;"13483102";"874472";NA
"Cicurina cicur";"361485";"13355942";"876162";"1871936"
"Drassyllus lutetianus";"384326";"15422569";"879010";"1906993"
"Drassyllus pusillus";"447201";"14532061";"879029";"1926174"
"Haplodrassus minor";"235583";"12549683";"880670";NA
"Micaria pulicaria";"87816";"12381326";"883658";"1107812"
"Trachyzelotes pedestris";"286958";"13363671";"891489";"1872011"
"Bathyphantes parvulus";"235590";"13536382";"852798";"1926159"
"Centromerita bicolor";"293614";"14543934";"853393";"662955"
"Centromerus sylvaticus";"206468";"13045815";"853465";"1109479"
"Collinsia inerrans";"348492";"15615195";"854046";"933048"
"Dicymbium nigrum";"350340";"14539475";"854838";"1906989"
"Diplocephalus cristatus";"258591";"13052137";"854894";"932989"
"Diplocephalus picinus";"264512";"14286407";"854917";"1906991"
"Diplostyla concolor";"256991";"13123264";"854939";"685676"
"Erigone atra";"30807";"12398488";"856041";"247615"
"Erigone dentipalpis";"30806";"13038167";"856063";"247619"
"Latithorax faustus";NA;NA;NA;NA
"Leptorhoptrum robustum";"496222";"13475382";"859429";"1907095"
"Meioneta rurestris";NA;"13472882";"860897";"685690"
"Mermessus trilobatus";"209056";"13607838";"861039";"1107805"
"Micrargus herbigradus";"264506";"13351901";"861503";"1663308"
"Oedothorax apicatus";"286993";"14774212";"863216";"662949"
"Oedothorax fuscus";"235605";"12520067";"863231";"662950"
"Oedothorax retusus";"384325";"14529504";"863261";"662951"
"Pocadicnemis juncea";"264527";"13473231";"865582";"1871995"
"Porrhomma errans";NA;"15612903";"865685";NA
"Porrhomma microphthalmum";"350339";"14612286";"865692";"1676146"
"Porrhomma microps";NA;"19531792";"865693";NA
"Tenuiphantes tenuis";"30805";"12407953";"868196";"81837"
"Tiso vagans";"384292";"13469819";"869420";"1698934"
"Walckenaeria atrotibialis";"281689";"13358701";"870302";"1109752"
"Walckenaeria vigilax";"467306";"13361850";"870471";"1485669"
"Phrurolithus festivus";"373286";"13352069";"887029";"1226124"
"Aulonia albimana";"286952";"14602718";"852585";"332780"
"Pardosa hortensis";"256980";"13480920";"864383";"74981"
"Pardosa lugubris";"264525";"13345516";"864447";"74994"
"Pardosa palustris";"24303";"13123283";"864536";"74985"
"Pardosa prativaga";"346045";"13480706";"864563";"74986"
"Pardosa pullata";"264524";"14291985";"864576";"74988"
"Pirata latitans";NA;"14772515";"865411";"1907038"
"Xerolycosa miniata";"344024";"14292220";"870589";"74997"
"Bianor aurocinctus";NA;NA;NA;NA
"Euophrys frontalis";"235630";"13482146";"879532";"1317291"
"Synageles venator";"235634";"14773465";"889661";"1907051"
"Talavera aequipes";"705555";"14546596";"889980";NA
"Pachygnatha clercki";"178342";"14538718";"863801";"662952"
"Pachygnatha degeeri";"178343";"13344478";"863803";"473176"
"Cryptachaea riparia";"722012";"15415268";"854271";"1738615"
"Enoplognatha ovata";"9319";"12358171";"855833";"81834"
"Enoplognatha thoracica";"293600";"13363474";"855849";"1906996"
"Robertus arundineti";"274379";"14611839";"866184";"1926217"
"Robertus lividus";"106735";"13472378";"866203";"280433"
"Robertus neglectus";"29769";"14785923";"866210";"233479"
"Phylloneta impressa";"376597";"14779827";"865292";"1405156"
"Ozyptila claveata";"384314";"14296760";"885622";"1871985"
"Ozyptila simplex";"264523";"15291022";"885688";NA
"Xysticus acerbus";"397583";"15265947";"892022";"187487"
"Xysticus cristatus";"309835";"13109689";"892108";"948055"
