"original_name";"name_clear"
"Mitostoma chrysomelas";"Mitostoma chrysomelas"
"Lithobius aeruginosus";"Lithobius aeruginosus"
"Lithobius microps";"Lithobius microps"
"Polydesmus superus";"Polydesmus superus"
"Lamyctes emarginatus";"Lamyctes emarginatus"
"Lamyctes fulvicornis";"Lamyctes fulvicornis"
"Blaniulus guttulatus";"Blaniulus guttulatus"
"Boreoiulus tenuis";"Boreoiulus tenuis"
"Polydesmus inconstans";"Polydesmus inconstans"
"Propolydesmus testaceus";"Propolydesmus testaceus"
"Lithobius piceus";"Lithobius piceus"
"Forficula auricularia";"Forficula auricularia"
"Cantharis fusca";"Cantharis fusca"
"Amara aulica";"Amara aulica"
"Amara equestris";"Amara equestris"
"Calathus fuscipes";"Calathus fuscipes"
"Cicindela campestris";"Cicindela campestris"
"Harpalus rufipes";"Harpalus rufipes"
"Nebria brevicollis";"Nebria brevicollis"
"Ophonus ardosiacus";"Ophonus ardosiacus"
"Ophonus stictus";"Ophonus stictus"
"Pseudophonus rufipes";"Pseudophonus rufipes"
"Pterostichus melanarius";"Pterostichus melanarius"
"Agrypnus murinus";"Agrypnus murinus"
"Hemicrepidius hirtus";"Hemicrepidius hirtus"
"Amphimallon solstitiale";"Amphimallon solstitiale"
"Silpha obscura";"Silpha obscura"
"Silpha tristis";"Silpha tristis"
"Ocypus aeneocephalus";"Ocypus aeneocephalus"
"Ocypus brunnipes";"Ocypus brunnipes"
"Ocypus nitens";"Ocypus nitens"
"Philonthus carbonarius";"Philonthus carbonarius"
"Philonthus succicola";"Philonthus succicola"
"Platydracus stercorarius";"Platydracus stercorarius"
"Quedius curtipennis";"Quedius curtipennis"
"Ocypus melanarius";"Ocypus melanarius"
"Tasgius melanarius";"Tasgius melanarius"
"Ocypus pedator";"Ocypus pedator"
"Dyschirius globosus";"Dyschirius globosus"
"Ptomaphagus subvillosus";"Ptomaphagus subvillosus"
"Sciodrepoides watsoni";"Sciodrepoides watsoni"
"Aleochara bilineata";"Aleochara bilineata"
"Aleochara ruficornis";"Aleochara ruficornis"
"Pycnota paradoxa";"Pycnota paradoxa"
"Peribalus vernalis";"Peribalus vernalis"
"Liparus coronatus";"Liparus coronatus"
"Orius minutus";"Orius minutus"
"Orius niger";"Orius niger"
"Campylomma verbasci";"Campylomma verbasci"
"Plagiognathus chrysanthemi";"Plagiognathus chrysanthemi"
"Aeolothrips intermedius";"Aeolothrips intermedius"
"Hyperaspis campestris";"Hyperaspis campestris"
"Psyllobora vigintiduopunctata";"Psyllobora vigintiduopunctata"
"Scymnus frontalis";"Scymnus frontalis"
"Scymnus haemorrhoidalis";"Scymnus haemorrhoidalis"
"Tytthaspis sedecimpunctata";"Tytthaspis sedecimpunctata"
"Brachypterus glaber";"Brachypterus glaber"
"Ptomaphagus varicornis";"Ptomaphagus varicornis"
"Atheta amicula";"Atheta amicula"
"Eusphalerum ophthalmicum";"Eusphalerum ophthalmicum"
"Dipoena melanogaster";"Dipoena melanogaster"
"Neottiura bimaculata";"Neottiura bimaculata"
"Misumenops tricuspidatus";"Misumenops tricuspidatus"
"Geophilus flavus";"Geophilus flavus"
"Geophilus longicornis";"Geophilus longicornis"
"Cylindroiulus caeruleocinctus";"Cylindroiulus caeruleocinctus"
"Julus scandinavius";"Julus scandinavius"
"Kryphoiulus occultus";"Kryphoiulus occultus"
"Ophyiulus pilosus";"Ophyiulus pilosus"
"Tachypodoiulus niger";"Tachypodoiulus niger"
"Unciger foetidus";"Unciger foetidus"
"Polydesmus angustus";"Polydesmus angustus"
"Lithobius forficatus";"Lithobius forficatus"
"Adelphocoris seticornis";"Adelphocoris seticornis"
"Lygus rugulipennis";"Lygus rugulipennis"
"Plagiognathus arbustorum";"Plagiognathus arbustorum"
"Carpocoris fuscispinus";"Carpocoris fuscispinus"
"Carpocoris purpureipennis";"Carpocoris purpureipennis"
"Dolycoris baccarum";"Dolycoris baccarum"
"Eurydema olecareum";"Eurydema olecareum"
"Notiophilus aquaticus";"Notiophilus aquaticus"
"Coccinella quinquepunctata";"Coccinella quinquepunctata"
"Coccinella septempunctata";"Coccinella septempunctata"
"Adonia variegata";"Adonia variegata"
"Agriotes obscurus";"Agriotes obscurus"
"Agriotes sputator";"Agriotes sputator"
"Malachius bipustulatus";"Malachius bipustulatus"
"Malachius viridis";"Malachius viridis"
"Opilio canestrinii";"Opilio canestrinii"
"Phalangium opilio";"Phalangium opilio"
"Allagelena gracilens";"Allagelena gracilens"
"Aculepeira ceropegia";"Aculepeira ceropegia"
"Araniella cucurbitina";"Araniella cucurbitina"
"Argiope bruennichi";"Argiope bruennichi"
"Dismodicus bifrons";"Dismodicus bifrons"
"Microlinyphia pusilla";"Microlinyphia pusilla"
"Tibellus oblongus";"Tibellus oblongus"
"Myrmarachne formicaria";"Myrmarachne formicaria"
"Salticus scenicus";"Salticus scenicus"
"Tetragnatha pinicola";"Tetragnatha pinicola"
"Xysticus ulmi";"Xysticus ulmi"
"Carabus granulatus";"Carabus granulatus"
"Chorthippus albomarginatus";"Chorthippus albomarginatus"
"Chorthippus apricarius";"Chorthippus apricarius"
"Chorthippus biguttulus";"Chorthippus biguttulus"
"Chorthippus dorsatus";"Chorthippus dorsatus"
"Chorthippus parallelus";"Chorthippus parallelus"
"Palomena viridissima";"Palomena viridissima"
"Carabus auratus";"Carabus auratus"
"Carabus nemoralis";"Carabus nemoralis"
"Clivina fossor";"Clivina fossor"
"Tanymecus palliatus";"Tanymecus palliatus"
"Hemicrepidius niger";"Hemicrepidius niger"
"Odonteus armiger";"Odonteus armiger"
"Choleva oblonga";"Choleva oblonga"
"Onthophagus ovatus";"Onthophagus ovatus"
"Nicrophorus vespillo";"Nicrophorus vespillo"
"Ocypus olens";"Ocypus olens"
"Rheochara spadicea";"Rheochara spadicea"
"Acheta domesticus";"Acheta domesticus"
