"name";"bold";"eol";"tsn";"ncbi"
"Rhyparida seychellensis";NA;NA;NA;NA
"Lasioglossum mahense";NA;"6862414";"758764";NA
"Scaptodrosophila";"165015";"15377787";NA;"7354"
"Xylocopa caffra";"156044";"13146403";"766652";"475996"
"Geron seychellarum";NA;"6487812";NA;NA
"Phelsuma";"166186";"12267651";"564573";"42749"
"Polistes olivaceus";"153464";"12266044";NA;"268204"
"Nephrosperma vanhoutteanum";"442287";"31838701";NA;"184789"
"Paragenipa wrightii";NA;NA;NA;NA
"Memecylon eleagni";NA;NA;NA;NA
"Mimusops sechellarum";NA;"30633375";NA;NA
"Soulamea terminalioides";"446547";"9330440";NA;"459160"
"Parasarcophaga hirtipes";NA;NA;NA;"1236750"
"Eristalinus vicarians";"789461";"21265421";NA;"1740193"
"Nectarinia dussumieri";NA;"21445149";NA;"234091"
"Chalcidoma disjunctum";NA;NA;NA;NA
"Hemipyrellia germana";NA;"13210538";NA;NA
"Simosyrphus aegyptius";"525355";"21449432";NA;NA
"Medusagyne oppositifolia";"445120";"9291611";NA;"58879"
"Erythroxylum sechellarum";NA;"18632857";NA;NA
"Megachile seychellensis";NA;"31071750";"762203";NA
"Hemipyrellia";"6454";"15121763";NA;"195106"
"Plagiostenopterina cyanosoma";NA;"7038819";NA;NA
"Physiphora azurea";NA;"7031525";NA;NA
"Cinnamomum verum";"381829";"11974513";"501529";"128608"
"Canthium bibracteatum";NA;NA;NA;NA
"Cratopus aurostriatus";NA;"6819356";NA;NA
"Neophyllomyza approximatonervis";NA;"7044328";NA;NA
"Mabuya sechellensis";NA;NA;NA;"864688"
"Phoenicophorium borsigianum";"412146";"18640507";NA;"154485"
"Psychotria pervillei";"679818";"21222410";NA;"1525311"
"Syzygium wrightii";NA;"9335869";NA;NA
"Rhynchium brunneum";"716528";"17074302";NA;"522437"
"Deckenia nobilis";"417720";"21434865";NA;"154478"
"Diospyros seychellarum";NA;"21653408";NA;NA
"Timonius sechellensis";NA;"14427526";NA;"128374"
"Ceratina tabescens";NA;"19460699";"765620";NA
"Dichaetomyia fasciculifera";NA;"7052647";NA;NA
"Eagris sabadius";"730593";"14835452";NA;"674870"
"Premna serratifolia";"281155";"13289899";"833085";"336939"
"Dillenia ferruginea";NA;"30754072";NA;NA
"Euodynerus";"70423";"12140308";NA;"187861"
"Pachycerina seychellensis";NA;"7024715";NA;NA
"Tricimba seychellensis";NA;"7041599";NA;NA
"Alstonia macrophylla";"561090";"12169848";"184802";"693366"
"Amblypsilopus";"707685";"12244632";NA;"626759"
"Roscheria melanochaetes";"412209";"30630103";NA;"131296"
"Colea seychellarum";NA;"30762303";NA;"1776905"
"Northea hornei";NA;NA;NA;NA
"Excoecaria benthamiana";NA;"30631246";NA;NA
"Craterispermum microdon";NA;"30625728";NA;"2184959"
"Campnosperma seychellarum";NA;"30761453";NA;NA
"Neavella albipectus";NA;"6473932";NA;NA
"Perissoma";NA;NA;NA;NA
"Glionnetia sericea";"437599";"21068970";NA;"979635"
"Gastonia crassa";NA;NA;NA;"665694"
"Agrius convolvuli";"16245";"12169911";NA;"55055"
"Chrysobalanus icaco";"294880";"11754327";"25148";"22978"
"Ochna kirkii";"766769";"21434351";NA;NA
"Paraserianthes falcataria";NA;"21298207";NA;"468142"
"Euphorbia pyrifolia";NA;"14900111";"1025733";NA
"Trypoxylon errans";NA;"24429882";"1006280";NA
"Nepenthes pervillei";"664053";"21210949";"896600";"122313"
"Forcipomyia litoraurea";"729454";"6177931";NA;NA
"Eristalodes seychellarum";NA;NA;NA;NA
"Ixora pudica";NA;"30625243";NA;NA
"Dillenia suffruticosa";"424268";"14061702";"565135";"332431"
